"","x1","y","testid"
"1",0.208315935218109,1.65066119755263,1
"2",0.879826739002352,-0.636276496302706,0
"3",0.817717491822489,-0.609700303721501,0
"4",0.27094214893253,-0.180746604248854,0
"5",0.564244939244158,-0.397862897892632,0
"6",0.763037578777405,-0.565193703352768,1
"7",0.814388847001765,-0.598940912279973,0
"8",0.793395613959153,-0.595540917848527,0
"9",0.443156182338115,-0.230530751629678,0
"10",0.383405342991217,-0.239694816539997,0
"11",0.209712745776217,0.195553643144266,1
"12",0.654476537142061,-0.534336648707918,0
"13",0.547179492745976,-0.481435250463639,0
"14",0.718387638443246,-0.568509538257662,1
"15",0.552347646613332,-0.346484218513748,1
"16",0.767818875487425,-0.584474237620421,0
"17",0.0401555122242105,1.37790771333612,0
"18",0.211490599970592,0.202947318503504,0
"19",0.902929900402958,-0.648045554072698,0
"20",0.36686661510091,-0.0485901784666085,0
"21",0.665700831928115,-0.530282405283941,0
"22",0.395094378792353,-0.120441778107086,1
"23",0.430098175260757,-0.15554315022764,0
"24",0.0571740339717083,8.47056721139259,0
"25",0.234131048312336,2.43693556193533,0
"26",0.39234493447512,0.019360062185821,0
"27",0.362940582905104,0.29492989907307,0
"28",0.0774007466001511,0.441598423970547,0
"29",0.0278774574818714,0.546066632885785,1
"30",0.983843731752593,-0.670843572001454,0
"31",0.0489804318536381,3.69674836107727,0
"32",0.0144092341441496,-0.238583090060497,0
"33",0.732582939855435,-0.569576309640479,0
"34",0.0531504416898079,0.134499890983268,0
"35",0.0416136427854501,3.81064617294557,0
"36",0.487460320160171,-0.304042962599199,0
"37",0.974591095688062,-0.657449078980804,0
"38",0.553785191404715,-0.373011852714117,0
"39",0.739574052420545,-0.586118453228026,0
"40",0.175101530336072,1.71968581773741,0
"41",0.562618786607103,-0.484234829848643,0
"42",0.669658966794308,-0.526682811200994,1
"43",0.482475248429323,-0.238483509928824,0
"44",0.51907460890405,-0.45524912392204,0
"45",0.521730510160423,-0.370759849640789,1
"46",0.873070752697211,-0.628845134529275,0
"47",0.139340896833844,-0.0683712691457711,1
"48",0.271640211096015,-0.309485848361305,1
"49",0.542947112952077,-0.412591773967091,0
"50",0.283970713503913,0.532135287272426,0
"51",0.128642600427328,-0.0679423940180144,0
"52",0.862549164650917,-0.633466992906259,1
"53",0.0571431822119677,1.44030908452609,0
"54",0.416570967713778,-0.0102984797613519,0
"55",0.32677970759477,0.197822587067436,1
"56",0.699874025590351,-0.556936279053999,1
"57",0.164650550979743,1.46582582380054,0
"58",0.474451461390043,-0.342860721932859,1
"59",0.124117836337066,2.03973690805056,0
"60",0.695341961416553,-0.582010776695237,0
"61",0.327890092447827,0.712713011307969,1
"62",0.464436007113197,-0.221429462841238,0
"63",0.0568989172254135,4.0349663091372,0
"64",0.66966431366889,-0.523860060183583,0
"65",0.515555681060589,-0.311878514813101,1
"66",0.858621432129433,-0.625723828870264,1
"67",0.795055840638436,-0.584843200116664,0
"68",0.615973423159864,-0.476059808582672,0
"69",0.992031637244072,-0.666575169663727,0
"70",0.482107454619319,-0.229448575692196,0
"71",0.939487625951488,-0.655836846676475,0
"72",0.978048276933398,-0.665803996282361,0
"73",0.157252063947554,-0.407709589771651,0
