"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","y","testid"
"1",0.722335665550193,0.522282865746865,0.33666394232742,0.299365068701389,0.75402602524605,0.894036076996071,0.34190600017532,0.200131616815636,0.67783754973797,0.665102525537408,0.296263714365099,0
"2",0.0474263108214188,0.304525038288251,0.342448347636838,0.520854524000058,0.140262006671745,0.790151064115246,0.984790071024795,0.489364147044665,0.910490982634451,0.255035795557497,0.0931322057098407,0
"3",0.737789687896948,0.435179341330848,0.787117606923776,0.413561007938255,0.973135306096302,0.403705082415048,0.587240131861357,0.781596292952321,0.361218557608562,0.924235117987617,0.321573731384186,0
"4",0.301373549543432,0.921573855679312,0.514190940121496,0.800373536468918,0.858472949803973,0.103236540954662,0.699143382960131,0.994564044933293,0.235828982114601,0.636778618937889,0.329986376763084,0
"5",0.591004321208814,0.420574974535034,0.334092046454789,0.172037021625344,0.0873423396208531,0.417106282893109,0.875958856522069,0.671905124004289,0.684559800041835,0.628188714859596,0.170920603365883,0
"6",0.0430079778491507,0.152941679500648,0.132701087729554,0.454744991115544,0.922990776602739,0.536400727652262,0.974523315002225,0.920460932311185,0.518969414302108,0.0177745197322597,0.0989586002970222,1
"7",0.0631723917061277,0.148163711763401,0.0182117973853644,0.719017974760037,0.759569438040178,0.405329356869648,0.688639183984496,0.684705532369661,0.701275194122531,0.706698790497873,0.259293996623566,0
"8",0.32485306371288,0.242893518332945,0.711916925033416,0.908165620747475,0.533851562522243,0.134015328673893,0.482187996186423,0.257482137214259,0.391162911983885,0.169161424764404,0.334345301109477,0
"9",0.877038103162431,0.232985506584962,0.517821477217311,0.982540688267008,0.510356195113345,0.0127907463090391,0.391771687269813,0.644291086911327,0.900045343528159,0.245427240395672,0.609469492375554,0
"10",0.293286485142947,0.840953036231077,0.148364881878947,0.23215087118591,0.66173792669319,0.161533550564143,0.883376677402251,0.595630677666083,0.222038273877881,0.0648983606583107,0.154209171337366,0
"11",0.382822525204723,0.237693710720774,0.8963642061609,0.299721130499066,0.655056355310061,0.522225614719675,0.913732218095508,0.370785480146231,0.339278280480606,0.312479337832715,0.217812243793118,0
"12",0.474970879053983,0.901207383127224,0.476020025890359,0.517965616297293,0.614423044681446,0.475740400809439,0.817878673749192,0.0263010941950805,0.700192301515975,0.409775699454331,0.172958024440646,0
"13",0.553316198291608,0.473907737003776,0.533782633492187,0.720037111970456,0.543944434422877,0.169452168839728,0.631729177717662,0.84889999152441,0.660124401246216,0.5122557454123,0.28532347022474,0
"14",0.212055091136246,0.0870318434886908,0.218811939569987,0.194021276646585,0.347803648683996,0.478608782160349,0.146639841684173,0.367253006773067,0.219599133495829,0.933246196789364,0.0328826889022653,0
"15",0.653012009911349,0.777140443845336,0.165658533040487,0.476073682326714,0.405076650326129,0.690561478427122,0.00722745198987571,0.927482378939801,0.477179199257827,0.316057555667055,0.302745192903599,0
"16",0.477586467589626,0.0517267294452338,0.0537381014936616,0.0983253665194214,0.548016953171223,0.405395745315766,0.0658553818574774,0.202465672728513,0.763832453741289,0.605820727408909,0.12902765536396,0
"17",0.167000738020458,0.871005531547376,0.45550033605771,0.491251921574536,0.203076004509349,0.783229665520757,0.239833700087436,0.210083376005788,0.846106345947699,0.540513412453384,0.329386681400693,0
"18",0.956135054418378,0.251629500878166,0.078251815620417,0.158588130872208,0.00901343656587018,0.544732315567098,0.624232280758496,0.290564886858735,0.0666360506772631,0.438928853920287,0.0670350720125197,1
"19",0.724995345814831,0.84243214591356,0.289692452210001,0.976813300954358,0.75980276159529,0.569742986681517,0.634640557755427,0.768730148374245,0.0683449136820901,0.167657931605547,0.236682573052574,1
"20",0.920487550691131,0.129069090692474,0.45025544351346,0.526353661345371,0.668525683812538,0.874906648961249,0.83218738306945,0.671919988978182,0.0223903675117802,0.047962428468466,0.150475693523662,0
"21",0.69019131446692,0.336888874041924,0.759207721332564,0.714930013536442,0.866613598861823,0.00353987416050664,0.662824357436499,0.778179728834059,0.0257951225545988,0.915104566175573,0.299528304117561,0
"22",0.647862167551885,0.00180778470585713,0.7132161073209,0.632377586366977,0.769794090013593,0.0709742980790071,0.421924211315546,0.128064387999233,0.523832132653456,0.789455384499071,0.220277442491213,0
"23",0.939030499382578,0.135102104140736,0.0771897436011536,0.680015875419288,0.854020249649772,0.773371450026405,0.518711542767662,0.311945909445997,0.281716921139683,0.0866721015610729,0.216204783303442,0
"24",0.909137125927837,0.108580479380974,0.870393810245773,0.486998437494418,0.830915638186934,0.882860396322532,0.0719674926230838,0.505615044943735,0.759098203818562,0.331043311677342,0.424879529345099,0
"25",0.460414153305606,0.712961501785903,0.764236769189116,0.768641743448639,0.375139215369131,0.944928647655516,0.702672152169673,0.456329270678686,0.298521813936921,0.778080772709481,0.23005075387519,0
"26",0.109318613439567,0.955468084750736,0.971656907427092,0.043930250079845,0.759862964893956,0.813961181721094,0.160988120017072,0.975374753510599,0.952610356946369,0.888444039381032,0.537570743805994,1
"27",0.928384578395937,0.696698671382445,0.708748828282148,0.598405259481051,0.848105859621608,0.18605952193787,0.374182815766603,0.635826663505281,0.480806640764534,0.56882428057835,0.516862195406535,1
