"","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","y","testid"
"1",0.243635149764593,0.742524506248124,0.990766807411142,0.976594137251728,0.829057015948388,0.64181592583654,0.944786937450321,0.98331040877682,0.485882236551546,0.520889374134363,0.682948978907498,0.96377029079511,0.751764385678828,0.541681378508853,0.800544748818707,0.202033124997851,0.932367995385964,0.385433935091339,0.616245992869188,0.196728581016334,0.436730787623359,1
"2",0.767638553847439,0.834684604031815,0.197656660207179,0.46907644349636,0.928466759333792,0.676544316336217,0.908732578543365,0.527313119871817,0.891313845483058,0.653709064149404,0.80125375281564,0.00148887834391722,0.662006618699992,0.923231276601651,0.37737731419635,0.868786641757245,0.418638738529977,0.318655288981386,0.558882625737877,0.515223490520205,0.142163266785052,0
"3",0.482412107331363,0.854240016587614,0.860622327055088,0.464994167817839,0.191789953471105,0.27723530458352,0.955399324816956,0.969199884041447,0.381642903768265,0.297930113473266,0.852853921921929,0.526909029169416,0.82697520258786,0.768809332710405,0.392387820638753,0.14625805951092,0.857737642817526,0.579431557967479,0.532478549360088,0.5508217844851,0.138365159378418,0
"4",0.419321033324896,0.805366366103897,0.601014856899245,0.627564733935219,0.529734259088562,0.000732110057760736,0.987561294585363,0.745761211099411,0.503667200865978,0.645019371718436,0.653543185006528,0.324711694247838,0.811055649117481,0.633200489055529,0.602306502160058,0.551915296979916,0.260299315802344,0.11395057804038,0.0190434382859232,0.64637935196767,0.039980547768221,1
"5",0.0260522906880806,0.960954782339281,0.675792848103076,0.271349051761011,0.549599972160482,0.767561228380996,0.581013492844987,0.429109014917126,0.887686098771495,0.911150000739781,0.937041961325684,0.0582889653864857,0.851401637116455,0.102040104754332,0.275578593147941,0.707599263797808,0.0221674822935949,0.133055847946338,0.755696316468529,0.808437715972461,0.0564659083338161,0
"6",0.0580484773649758,0.679704464161062,0.27581026709888,0.457048540241103,0.207576791330796,0.2552496386171,0.597221408105785,0.168531417269861,0.389223597321258,0.555871150115389,0.713673998510475,0.753556345483984,0.119288415974171,0.288241509930163,0.940587999755877,0.111952048967602,0.547205249964445,0.520917276477309,0.54663793468404,0.0405654834542199,0.0388087663786083,0
"7",0.955930559450887,0.0110638696809689,0.602985425803711,0.206469584284392,0.293504784504337,0.130547601130265,0.428557891256538,0.39318765753803,0.289637288326482,0.954160708638152,0.738641050761629,0.0962181216842626,0.794613750168718,0.348330671908185,0.475281410304179,0.921580947769539,0.802365942621759,0.288965408626107,0.0826215613584791,0.835539844260227,0.0262322449011491,1
"8",0.520996513867486,0.961528022906638,0.435486181416522,0.809825564958472,0.295200502670531,0.399363960563114,0.501376023946111,0.44160469846814,0.656176155590934,0.179052990476505,0.945919473036161,0.00451120711176948,0.635248762374573,0.127625706543804,0.450350902059397,0.0752114674958662,0.737556067678674,0.501064674926277,0.619347645553732,0.544475359396163,0.052377446375733,0
"9",0.940238914853265,0.210105896908646,0.594438832936457,0.929292131948373,0.576130488029608,0.571978489035248,0.152776683913765,0.136402468065853,0.062654249539097,0.45972612841146,0.513928442688435,0.451101914167261,0.727051778673811,0.867045817168128,0.361745622681116,0.294062741078938,0.00145689144849887,0.735880006184019,0.228580973355545,0.717727381393184,0.0470029421761684,0
"10",0.125851000539323,0.580809937646892,0.40988400672809,0.804730854437311,0.537415452710876,0.809003689096371,0.564798283207554,0.901422928041676,0.0328605786441075,0.132306991859186,0.27201983789236,0.127388267946498,0.540659359099723,0.314509779902271,0.913493717892206,0.229558986311307,0.131425472330582,0.728758907477529,0.140298278235376,0.846788018806174,0.0139017230756958,0
"11",0.35939018178003,0.0529618141553757,0.448671346113915,0.0788623458135954,0.917149787989921,0.657008480354528,0.898947309845055,0.107181313784778,0.296761861092644,0.580114116536086,0.136134873686684,0.54956727339567,0.469511157136128,0.649089368044011,0.0093996528006821,0.652556811761408,0.243943529567833,0.0237654867087834,0.568901839809601,0.0362158530195928,0.0238684409751526,1
"12",0.924446915578571,0.0373594743974619,0.591214862045206,0.00366092039605028,0.355881017931158,0.53433797643893,0.710236875941741,0.364965254400434,0.063761579567275,0.224381655697736,0.275979017745801,0.727171240550309,0.591547592381887,0.365779455807639,0.241009517722433,0.95379070188588,0.840589938788225,0.65380715988455,0.584230261824654,0.676255530540563,0.0452937964323386,0
"13",0.00534084600429564,0.237468563753277,0.346331227640641,0.393307128674524,0.57447024826926,0.402683109755337,0.990809336560756,0.994856245513913,0.490358342534744,0.963222503479709,0.680391123017104,0.210151412415092,0.177809559899424,0.852011355616108,0.196320938935723,0.325443396121019,0.183436172983095,0.40545684612477,0.0179859569279414,0.340106473364131,0.0303382063942552,1
"14",0.306930896295695,0.954219574269721,0.329185130058748,0.0850410891245647,0.897912077303885,0.479689400041639,0.313213221780612,0.504381853474169,0.909391955719184,0.261306222923598,0.227198136005979,0.0833214710532656,0.048785026066853,0.21290865622767,0.93729879154603,0.293542392135439,0.971268764703555,0.297959339035116,0.246028531903374,0.915685146837831,0.0228995154002879,1
"15",0.48179456204903,0.456054399603949,0.512220471073405,0.141324161882438,0.228906866627429,0.161700872587747,0.629793579344465,0.561376595697761,0.771193972841625,0.458635623695103,0.69974290301757,0.93242779176744,0.095931084170716,0.0359156518124518,0.0295577522536359,0.173800556662136,0.891575409951142,0.64581609427091,0.856924287145603,0.417068538971843,0.0661285526620056,0
"16",0.692099933519591,0.812716362338726,0.338231877586019,0.542073186220199,0.47693382884109,0.995648371911026,0.885901389797839,0.240501819395661,0.154183001989294,0.181885202003971,0.571389860720215,0.611385786890248,0.697784354370765,0.560452811751326,0.318068305470238,0.98553299471235,0.625961147756622,0.677934351305541,0.561444968235333,0.997702204532133,0.0934280560037391,1
"17",0.946553471723948,0.350276838809819,0.550371415116292,0.940193338255271,0.926358683463175,0.731151649051051,0.544234385566595,0.942382195408134,0.236872394476803,0.384458169010707,0.706697572903372,0.847935577620161,0.188188755247757,0.776876175723719,0.0868425402040846,0.0183919453590915,0.196737949653358,0.744609917076171,0.846010339828695,0.617558106390017,0.211758791955154,1
"18",0.843894351314245,0.939488006342821,0.644746306169699,0.737046941263672,0.224821680784748,0.686771050036714,0.218752787528455,0.386740346560002,0.299704924561681,0.967729955509055,0.0102687013852462,0.884140853017754,0.677549122994525,0.712513833176836,0.16279869508268,0.759909054964541,0.198592646974298,0.0443877512228945,0.371164020481092,0.557169663941883,0.0386881135385317,0
"19",0.340800279382026,0.76520842058418,0.356569439091929,0.98603869090641,0.283468321834808,0.130337540047761,0.453104724468253,0.675411117220869,0.0213924727464591,0.674130157135533,0.143432219586983,0.337173019565736,0.103989223671391,0.284939052852815,0.240047565952729,0.455819018493987,0.684230599515801,0.483982486208147,0.392398032989157,0.632018385186311,0.0164528200032462,0
