"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,0,1,0.838547428351593,0.431551583435802,0.161463478391453,0.600924559971335,0.922755189113538,0.315733779775072,0,0.3576343,0.096132785,TRUE,0.371130888861233,0.101267404048843,0.367362385152572,0.0967529935364883
"2",2,1,2,0.982878525478572,0.270934281450608,0.648859810922534,0.183912746631431,0.55507299952429,0.414715891019109,0,0.3462574,0.07954699,TRUE,0.341252292943852,0.0754881352722574,0.344343274517696,0.0828014363467543
"3",3,2,3,0.848001081492503,0.246991305902129,0.910169590467747,0.201275572156993,0.520190047089553,0.418761365065219,0,0.35745057,0.08760001,TRUE,0.356257430675363,0.0879114420257917,0.353887598663535,0.0887838905952593
"4",4,3,4,0.881469014307721,0.552296058685662,0.255935754579321,0.869229107946293,0.353845624343652,0.398271200898153,0,0.33485425,0.07784675,TRUE,0.351678242000429,0.077338219231374,0.352689130834015,0.0820636686368695
"5",5,4,5,0.0969452230595051,0.552544103872136,0.239583874580085,0.615022334874783,0.469433288918856,0.307377889675133,0,0.3262585,0.0688268,TRUE,0.325477214383556,0.0651114351454874,0.326369646333091,0.0691981019163411
"6",6,5,6,0.190072158542012,0.962387376395939,0.887346819245771,0.655625963933983,0.489532761655411,0.361453156776534,0,0.39900744,0.11135964,TRUE,0.385768849730095,0.126479698658903,0.386522711507284,0.125483144697604
"7",7,6,7,0.783518105300242,0.77110660457852,0.168236999780865,0.58521108813809,0.694045717631093,0.172060247091878,1,0.34747884,0.09834824,FALSE,0.362178551184222,0.0983946303099285,0.362363826495367,0.0997705631225656
"8",8,7,8,0.176026540224831,0.156990263084527,0.664667289568013,0.372912816803985,0.156215733737875,0.388760520091473,0,0.3018805,0.055033438,TRUE,0.299414290067128,0.0542564360021532,0.30236748098198,0.0546565041432458
"9",9,8,9,0.966942504286434,0.557625712421476,0.777717372154856,0.0750242652051315,0.233791959012137,0.309500475574308,1,0.3379373,0.078634255,FALSE,0.333760158363611,0.0791849553651298,0.33374487603661,0.0818012277412404
"10",10,9,10,0.534351573064943,0.0645858072537271,0.200552386055978,0.272406311218504,0.48903743906448,0.323988079178195,0,0.30201808,0.052938033,TRUE,0.298083229542899,0.0528476270121932,0.298719832813168,0.0536369920626979
"11",11,10,11,0.996459589225412,0.252146077327709,0.364536621530147,0.0331240862541843,0.682508049504437,0.361043586210904,0,0.32910386,0.07210804,TRUE,0.325915783876337,0.0706532604489645,0.328048344786729,0.0744129882997966
"12",12,11,12,0.442556621470958,0.847551407713744,0.390198244607458,0.370268121054042,0.202529487261194,0.305292068824164,0,0.31553692,0.07861939,TRUE,0.321319652408184,0.0736662073305106,0.322917900795295,0.0748554847581289
"13",13,12,13,0.319890810442938,0.962895798909479,0.23622665814984,0.777437434235266,0.730160144104298,0.227783369889992,0,0.3654102,0.10834596,TRUE,0.37269186022118,0.112606872392014,0.37529204276535,0.111774365787251
"14",14,13,14,0.695984738928781,0.811186261543788,0.848958657723601,0.322387877628623,0.207841344367391,0.495481322289946,1,0.34875745,0.095722586,FALSE,0.354220413546784,0.098300484827374,0.352688335205124,0.0964552198192368
"15",15,14,15,0.281943853893462,0.776382163494664,0.796434453152196,0.682614882731945,0.294984048533987,0.304852415438763,0,0.35450897,0.09490103,TRUE,0.361430714644229,0.0948737294049201,0.363788089609492,0.0977923361261483
