"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,0,1,0.537033137109497,0.625291515790151,0.00459305296310551,0.734223778135978,0.328872820380342,0.345313046709819,0,0.3256269,0.06972378,TRUE,0.327271198466004,0.0649724473263923,0.33642311238069,0.0668627179305262
"2",2,1,2,0.351366610101798,0.591926947583611,0.968505709972558,0.868778922738752,0.127358706072612,0.489836063353892,0,0.34176144,0.09498423,TRUE,0.359422051059684,0.101274501492061,0.351374773795826,0.0959665720713523
"3",3,2,3,0.905515046087221,0.501501223996912,0.224253593867865,0.694092675544692,0.552155235674209,0.49766759480086,1,0.40823215,0.078624085,FALSE,0.416555000302865,0.0778053165950284,0.414425702025522,0.085447502460848
"4",4,3,4,0.952660236350823,0.180396227357978,0.815202166553326,0.148452974035073,0.618569216714462,0.536539665485938,0,0.47708827,0.08170762,TRUE,0.441309334954669,0.0875725906821927,0.436466821129471,0.0856753419349102
"5",5,4,5,0.242594833369428,0.56054851368115,0.233895860706821,0.652179110995672,0.0921781742486164,0.25615568122933,0,0.294742,0.057970777,TRUE,0.281343238013462,0.0572549113559162,0.278903617442411,0.058418176074447
"6",6,5,6,0.0871134872692625,0.135870293603867,0.869390665105311,0.901991533232993,0.783782334604791,0.336626643914296,1,0.3625046,0.11091078,FALSE,0.384421361467342,0.121124218782063,0.374221586057996,0.111729874087381
"7",7,6,7,0.722358246628124,0.237014693797291,0.36461168190174,0.102703804419649,0.870099485871246,0.37594077939345,0,0.42498314,0.0724144,TRUE,0.424771684420347,0.0772465749401214,0.419723193438903,0.0770613155539384
"8",8,7,8,0.317709806051131,0.0664571125154767,0.0831952053602202,0.164211809699142,0.514204864937294,0.256127426210029,1,0.29020947,0.045422256,FALSE,0.287376237310584,0.0512611343515862,0.292315693796625,0.0492303343558343
"9",9,8,9,0.207248732740149,0.807325065033414,0.286312124639707,0.589864988797512,0.692190934323047,0.266373697889565,0,0.36346978,0.08942452,TRUE,0.380425263519129,0.0854258405261605,0.382102285350285,0.0916310199505448
"10",10,9,10,0.910131649444876,0.387407047849454,0.118120018998605,0.626087014716369,0.239553978535942,0.322097051619062,0,0.3370005,0.061921485,TRUE,0.354109934372149,0.0624905631632264,0.353411978407269,0.0626989994272322
"11",11,10,11,0.670773958114463,0.229138610593997,0.456334521112499,0.456307682583387,0.273785837297221,0.332749452183578,0,0.3279919,0.057822227,TRUE,0.329120426278163,0.0575526408271305,0.33963866886829,0.0638422008246574
