"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_con","pred_rate","pred_scale","sub_id","gam_shape","gam_scale","gamlin_shape","gamlin_scale"
"1",1,0,1,0.0122041704877978,0.535055171136757,0.00216475246988814,0.807226829961108,0.371384699204403,0.108543479379851,0,4.0431895,18.221079,0.05488149,TRUE,3.91547562847116,0.0567633384889193,3.81988840484965,0.0576286443318268
"2",2,1,2,0.870106749075603,0.968011820619482,0.162593463753085,0.00436075640221265,0.532514184548747,0.223799746259276,0,4.6151314,19.455185,0.05140018,TRUE,4.59363849208953,0.0542409608865248,4.56193487524398,0.0546149010249223
"3",3,2,3,0.29604250777819,0.906123288073599,0.0201264378735377,0.194314812052608,0.331709311686124,0.311470527225604,0,4.320613,18.110634,0.05521618,TRUE,4.24231039589739,0.0560104053796094,4.14452995243165,0.0592145774312538
"4",4,3,4,0.4655220796515,0.255299465026563,0.684439987021862,0.442086947762312,0.655987695496161,0.264209014810837,0,3.5984526,18.477133,0.05412095,TRUE,3.62188065200515,0.0537971388615146,3.63128157866245,0.0535456929290599
"5",5,4,5,0.0241866719511189,0.12793703346127,0.730149242877913,0.929984771377423,0.147224627395699,0.135210793130099,1,3.5127332,18.037344,0.055440534,FALSE,3.45019448513424,0.0569957798220287,3.44821482352001,0.0569135401264256
"6",6,5,6,0.512221434955697,0.484350125990702,0.162000598614501,0.831695506294611,0.95815325362761,0.191304213061149,1,4.7422237,20.977627,0.047669835,FALSE,4.80581879313618,0.0464966839735788,4.77091695831149,0.0476276455180211
"7",7,6,7,0.00343710794552856,0.548596586947296,0.521861653095034,0.227594504847227,0.732855480917498,0.192630704952497,0,4.291257,18.524458,0.053982686,TRUE,4.21929562984413,0.0567795912105781,4.25883093137777,0.0538684752501172
"8",8,7,8,0.677595094484001,0.76477674677765,0.857851816999761,0.647167134666922,0.655836862828537,0.366546864864114,1,6.4175754,21.511305,0.046487186,FALSE,7.16733793255972,0.0422302398773115,7.1067356408189,0.0425332517131595
"9",9,8,9,0.957938433467523,0.906549091860726,0.134013813863886,0.646080130365775,0.762853497079149,0.325382590979255,0,5.752042,21.844084,0.045778986,TRUE,6.16274449175829,0.0446825255596373,6.1077622304749,0.045616501005153
"10",10,9,10,0.188476607038117,0.388270862443863,0.023629050865273,0.142122210860805,0.723637472474478,0.181833625452211,0,2.9378557,16.716444,0.059821334,TRUE,2.84158440592505,0.0604404718126626,2.77622796590826,0.0631021555941646
"11",11,10,11,0.652768018676742,0.0426584248548449,0.190835750836673,0.386997995702445,0.605929966105027,0.0447182628542672,0,2.2442815,16.230822,0.061611176,TRUE,2.26097426126667,0.0625999632754072,2.25015799228476,0.0637690580516203
"12",12,11,12,0.729896886745335,0.479820496261742,0.326478170484979,0.824756178036674,0.807293142893319,0.183699213985245,0,4.7067456,20.749792,0.048193254,TRUE,4.78449521279117,0.0486008961947873,4.81487162443646,0.0473587550313909
"13",13,12,13,0.920827948378205,0.878209931392704,0.567115154835877,0.400511720989207,0.9438441953887,0.170790794079302,0,6.20281,22.06667,0.045317214,TRUE,6.80089063314411,0.0431459540851415,6.86741780355478,0.0426281539549858
"14",14,13,14,0.163129893892428,0.980490150383507,0.533090307580654,0.344156327676022,0.638635956809257,0.344485348932371,1,6.375707,20.55596,0.04864769,FALSE,6.62240508291478,0.048210280332979,6.68577019689684,0.0472573061703125
"15",15,14,15,0.620221835438076,0.330683708602083,0.415131725309586,0.17302451010469,0.581856621025228,0.184301967061266,0,3.0580754,16.82593,0.059432082,TRUE,2.96064547148674,0.0615371815293553,2.98708459586267,0.0594702534012697
"16",16,15,16,0.279968557711878,0.513803921148287,0.112817105409375,0.198685013056461,0.225171384862345,0.220144537518556,0,2.9495056,15.768474,0.06341768,TRUE,2.86272010887406,0.0647458593659521,2.82401020509762,0.0663397595643674
"17",17,16,17,0.260879454388495,0.626292762879205,0.437036837535885,0.662882017535878,0.873739836872056,0.16748834297727,0,5.432652,20.752165,0.048187744,TRUE,5.57035860801312,0.0473314648397815,5.62347302927241,0.0464802096044727
"18",18,17,18,0.695799650894502,0.0941485906337005,0.44260747582198,0.75634385605627,0.611634937456054,0.167110481187658,0,3.1415775,18.458782,0.054174755,TRUE,3.10220494719929,0.0559465650410815,3.13409494931749,0.054771038028109
"19",19,18,19,0.384270087394216,0.536722348475655,0.80704963752817,0.593759330082236,0.923156545530561,0.216967765621655,0,5.533213,21.4131,0.046700384,TRUE,6.00086510421993,0.0431937792965982,5.9653234282666,0.0440326128271138
"20",20,19,20,0.821353442046565,0.961204320760238,0.953274705849584,0.189370496959776,0.82152555565316,0.333017458092476,0,6.734094,22.335913,0.04477095,TRUE,7.85858818800526,0.0402184306267199,7.74086030789848,0.0417832404170641
"21",21,20,21,0.189370536662129,0.00400473593536225,0.129550838550106,0.266412138246366,0.997418752813341,0.195733180671964,1,2.4563015,17.023464,0.05874245,FALSE,2.33393536737254,0.0587761026780874,2.30609556665211,0.0624564294563208
"22",22,21,22,0.148015277431589,0.628523652539488,0.795875712236466,0.754137366994353,0.803480505690911,0.219588143089269,0,6.221431,21.623327,0.046246354,TRUE,6.77535094941785,0.0432961687655622,6.74236499858396,0.0432635787346714
"23",23,22,23,0.64611430196922,0.0508194688004605,0.377964971334784,0.742118008318131,0.838259876642675,0.40574154623018,1,3.1977594,19.044601,0.052508317,FALSE,3.11024319746945,0.0533585566502574,3.13575666512233,0.0534873344095607
"24",24,23,24,0.866431303502142,0.752529233852294,0.635395256695989,0.554523337949358,0.585590025687129,0.163823983113436,0,5.575095,20.566145,0.0486236,TRUE,5.88894459467895,0.0474795892320263,5.92977814357986,0.0459220247196617
"25",25,24,25,0.250197176178327,0.0626139765869601,0.558539979319891,0.193745972856779,0.169799385119206,0.0844668847304413,0,1.9880375,14.486456,0.069029994,TRUE,2.1366176014788,0.0691029175723361,2.15326646142947,0.0695913607003817
"26",26,25,26,0.115701537908853,0.156448393563972,0.438894415599803,0.886215613802717,0.59535967992371,0.287062372675232,0,3.643934,18.92407,0.052842755,TRUE,3.52123869382353,0.0558467544536216,3.55527370362016,0.0541073015433577
"27",27,26,27,0.288066378095718,0.203451730508213,0.574941615382219,0.500054828546243,0.162547136797894,0.192301677811398,0,2.8057532,16.20535,0.061708014,TRUE,2.83422195671051,0.0624187407888491,2.85618540018109,0.0622987599043697
"28",28,27,28,0.395638144805732,0.297914167901815,0.982456498420883,0.490307568151665,0.585984646631449,0.394097426133505,0,4.1596603,19.404715,0.051533867,TRUE,4.40299830609786,0.0486282968069581,4.32422388832835,0.0502648750024764
"29",29,28,29,0.499664622156642,0.721005931738245,0.361416720605753,0.413981247039953,0.650503668506328,0.100878987118412,0,4.8681755,19.566145,0.051108688,TRUE,4.88612046941435,0.0517710549757483,4.92169104495589,0.0506918849783169
"30",30,29,30,0.26749555409681,0.661854615886638,0.846438393562606,0.579965698500649,0.60467312299075,0.143389724838516,1,5.7970514,20.502409,0.048774756,FALSE,6.19427318316593,0.0456780806079034,6.14134373186564,0.0459836145758796
"31",31,30,31,0.233981429933726,0.307265207888016,0.954783725092346,0.276742898882058,0.00164923559973428,0.199382247950178,0,3.1454399,16.291803,0.061380558,TRUE,3.27095857317795,0.0578851245892927,3.21509281763729,0.0613613595007388
"32",32,31,32,0.326885860623768,0.345864563255282,0.609587177870518,0.615580176554274,0.992303036283141,0.300794447023275,0,4.5627465,20.574467,0.048603933,TRUE,4.64703576859365,0.0473657769269295,4.67842543161426,0.0474005670060742
"33",33,32,33,0.668033978652307,0.716047597362423,0.987506092604019,0.58217643062402,0.325067901170657,0.377458578892425,1,5.7543535,20.501734,0.048776362,FALSE,6.33193924668867,0.0451930873949561,6.22196237739026,0.0461150398284178
"34",34,33,34,0.503644751685492,0.770692773487239,0.281510915295749,0.783478605016969,0.866665749063219,0.275857158687203,0,5.9906964,21.749022,0.04597908,TRUE,6.32460559939213,0.0442880898728658,6.34449257315687,0.0444496967942603
"35",35,34,35,0.357142540333112,0.286335211991628,0.452902426340776,0.706274386549482,0.996064810367373,0.29257836710583,0,4.2706337,20.347303,0.049146563,TRUE,4.24495059744209,0.0487585694925272,4.2856403187938,0.048634445191374
"36",36,35,36,0.526495129278759,0.215299930393476,0.110680239824679,0.157269132906569,0.214691202235331,0.0485060467510948,1,1.9810745,14.367117,0.06960338,FALSE,2.06612194904133,0.0692581027316519,2.03787178480291,0.0719867480297945
"37",37,36,37,0.24862244127262,0.775776604796875,0.948598947794445,0.297732108801927,0.356244567853547,0.381827432762547,0,5.6005673,19.45721,0.051394828,TRUE,5.91847691281132,0.048251665867818,5.82505851978486,0.0493928012857079
