"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,0,1,0.222591168014333,0.281775216571987,0.828669816954061,0.761232130462304,0.540347120491788,0.276628523599356,0.416003492893651,0.793263580650091,0.232414630008861,0.372540574055165,0.308124223898556,0,0.031205252,2.9582632,TRUE,0.0656662530277238,2.78929013317488,0.0371767318464474,2.78828469963845
"2",2,1,2,0.88848964148201,0.917658476158977,0.725127790356055,0.923624630784616,0.245003778487444,0.573206165805459,0.88788740709424,0.757383136078715,0.398921953747049,0.703318499494344,-7.41302431477918,0,0.051863488,4.2813897,TRUE,0.0227087525298496,4.46788488015645,-0.111165376602717,4.46102751229661
"3",3,2,3,0.215530560817569,0.339163823518902,0.995171246118844,0.860503111500293,0.571316506015137,0.514361107954755,0.974374139914289,0.202941621188074,0.00906482385471463,0.668723781127483,-0.881022371878811,0,0.082269445,2.914608,TRUE,-0.147170250306694,2.73264831743624,0.0289473242164555,2.76274660855496
"4",4,3,4,0.380164476810023,0.745610292069614,0.858090598601848,0.420768213924021,0.562089862534776,0.847877057269216,0.404240317642689,0.0183850042521954,0.109907465055585,0.392319613136351,-1.04090216006819,0,0.017148396,2.5251727,TRUE,-0.105744233933989,2.46325869182989,-0.057315176563598,2.47198681185886
"5",5,4,5,0.119028243934736,0.53731537098065,0.0234959069639444,0.70604696823284,0.976632896112278,0.768386441515759,0.748552134260535,0.544464782113209,0.103673581266776,0.0569577994756401,3.72410239694992,1,0.047921322,3.0776062,FALSE,0.206539974856629,2.96169124285561,0.0976882903627922,2.96925536565211
"6",6,5,6,0.737095822580159,0.969559574499726,0.247952215839177,0.897262891288847,0.378111619967967,0.0564194233156741,0.404278934001923,0.972501800395548,0.642062191618606,0.938663566950709,-6.1577186459162,0,0.032687876,3.9276493,TRUE,-0.198815656923695,3.84032936114694,-0.152404767942977,3.80083264860591
"7",7,6,7,0.0343161749187857,0.716600706567988,0.229226302821189,0.567185069434345,0.849293281324208,0.230151170864701,0.704954275162891,0.184515238972381,0.968099887948483,0.0884510937612504,0.664147351521542,1,-0.013902953,2.9175904,FALSE,-0.274680291085669,2.72738396150595,-0.159377675896127,2.74284612962408
"8",8,7,8,0.0988052075263113,0.559036364080384,0.6739504665602,0.637450117850676,0.00265806308016181,0.75710057746619,0.0945866673719138,0.490323919802904,0.539703508606181,0.051630434114486,-4.53659840739768,0,-0.04719076,2.5163312,TRUE,0.0279702626379381,2.51478228905503,-0.0889877751861195,2.51005093726096
"9",9,8,9,0.668246523942798,0.773238288471475,0.907361215911806,0.0768131848890334,0.366138273151591,0.593107131542638,0.777930836658925,0.182361649814993,0.188859717920423,0.366148456931114,6.16735047510803,0,-0.0065333154,2.6931946,TRUE,-0.119900878569534,2.71337012925739,-0.0989893807365417,2.7220925081674
"10",10,9,10,0.708969328319654,0.799343491904438,0.147274474846199,0.185850965091959,0.500622074352577,0.830562949413434,0.310666317120194,0.179764731088653,0.941599043784663,0.203912505647168,3.08927210242821,0,-0.028933236,3.080779,TRUE,-0.227314434489554,3.04385265157528,-0.150428567823275,3.05598548147948
"11",11,10,11,0.396632893476635,0.669204016216099,0.37416887586005,0.576146558858454,0.686389579670504,0.174398716306314,0.503095270134509,0.478348612086847,0.50685838679783,0.155610278481618,-1.00213712281041,0,-0.015737962,2.7370055,TRUE,-0.17821365679561,2.71507009465689,-0.109646113432576,2.69458267541324
"12",12,11,12,0.0887863198295236,0.880064515396953,0.221445683389902,0.798765023937449,0.0553667249623686,0.935505657223985,0.541090892627835,0.336991355754435,0.544196224305779,0.682512419531122,0.721041149622431,0,-0.014903161,2.9778905,TRUE,-0.100147202237915,3.07258194917317,-0.091957474608569,3.06209082089404
"13",13,12,13,0.255669477861375,0.991756519768387,0.264452189905569,0.664030166342854,0.753029413055629,0.86698150029406,0.797245038440451,0.0884855089243501,0.0403991059865803,0.49675731617026,-2.63594410355948,0,0.036996156,2.8451545,TRUE,-0.149350975553646,2.82743806091139,-0.0393170040379076,2.8508547661986
"14",14,13,14,0.132337685208768,0.543511912925169,0.846345713129267,0.383403305197135,0.481481495080516,0.18741362914443,0.421732280403376,0.392323427600786,0.822498664958403,0.594967024866492,-3.72778155854965,1,-0.05133564,2.6272085,FALSE,-0.152231084600045,2.66720611805048,-0.11663162216114,2.67205910617482
"15",15,14,15,0.869028278626502,0.111173076555133,0.435910783708096,0.749393319245428,0.227396006230265,0.335104940691963,0.743531510932371,0.169217817950994,0.410452998708934,0.929455492878333,-2.87307700435827,0,0.04332876,2.9073596,TRUE,-0.0482895452181404,2.75257235426652,-0.0443513731264398,2.7356638274123
"16",16,15,16,0.619702985975891,0.242034835740924,0.55937386257574,0.641968910116702,0.636720627080649,0.788709887303412,0.620599732268602,0.827928981976584,0.401269963011146,0.117953568929806,-2.30987248989576,0,0.07824166,3.789537,TRUE,0.103559680157291,3.75223548473647,0.0891563301480545,3.7241016550646
"17",17,16,17,0.16937964130193,0.464655523654073,0.950260298326612,0.990905179642141,0.0986458053812385,0.421883991453797,0.911240042420104,0.414031021762639,0.861340875038877,0.951782217714936,2.80495107371644,1,0.0024770852,3.5951936,FALSE,-0.144098591538671,3.56447995887763,-0.108833338690215,3.57081495617888
"18",18,17,18,0.121906693326309,0.133966730209067,0.536214892053977,0.903198884567246,0.853846880607307,0.303512035869062,0.933762984350324,0.682353931711987,0.712545934598893,0.796177070122212,1.13222022754213,1,0.09978776,3.7643514,FALSE,0.141521502538124,3.65878833390446,0.0754925938285962,3.65733058237475
"19",19,18,19,0.850793892517686,0.474713001400232,0.994642867939547,0.252274738159031,0.841580764157698,0.912337774410844,0.738141651963815,0.177999515319243,0.271345637738705,0.999749028822407,3.66775807005311,1,0.15400323,3.469351,FALSE,-0.0838732216319858,3.55871865725894,0.0533357822465994,3.53782599565093
"20",20,19,20,0.722938038641587,0.0214322346728295,0.438973304349929,0.164032710250467,0.522412633290514,0.460900862235576,0.325291173998266,0.587195098400116,0.744945785263553,0.394921274622902,1.5204674335744,0,0.02871706,2.9434066,TRUE,-0.00626636084518446,2.88108668571718,0.0317894221998328,2.88066113507301
"21",21,20,21,0.55457391217351,0.448345129610971,0.17899383790791,0.349798917770386,0.975987107958645,0.0740528935566545,0.287703393027186,0.344053665176034,0.980183039326221,0.158208103617653,-0.869978737948926,1,-0.033099998,2.685571,FALSE,-0.193818280743569,2.62996084029961,-0.121420548441437,2.65506861760688
"22",22,21,22,0.697943916544318,0.393729727948084,0.717647215584293,0.997475067153573,0.129834696883336,0.746600457699969,0.737587044946849,0.225478750886396,0.2424406548962,0.207517651608214,-0.518453351333951,0,-0.019716468,2.976704,TRUE,0.0812742558499307,2.97251547579076,-0.0750429923081561,2.97260415082819
"23",23,22,23,0.338879701215774,0.0150364937726408,0.0706300621386617,0.673705806257203,0.531104306923226,0.814655978931114,0.0420425566844642,0.0834334171377122,0.571912348968908,0.793422921793535,-3.9699879576187,0,0.048774507,2.3538656,TRUE,0.0811008757916624,2.31683469288936,0.0582447198757794,2.31052440537356
"24",24,23,24,0.480819465825334,0.816435484215617,0.159974693553522,0.266261877957731,0.570783141069114,0.7821373376064,0.10654956381768,0.367442140821368,0.416417070897296,0.694747660774738,2.51052536047591,1,0.044832528,2.8327303,FALSE,-0.089422848011581,2.72132221378484,-0.0384199475722369,2.71670026992042
"25",25,24,25,0.481307699810714,0.437452028039843,0.384655779926106,0.0863679526373744,0.260577997891232,0.9103836317081,0.224268958671018,0.880161522887647,0.00207655737176538,0.675062823342159,1.52016425395643,0,0.0794525,2.9394274,TRUE,0.0905729062205631,2.82670751767266,0.138829865595077,2.85756504682562
"26",26,25,26,0.616434561321512,0.203461512457579,0.851024972740561,0.25919484696351,0.24663862073794,0.744686068966985,0.673672953387722,0.383206853410229,0.972382359206676,0.646193141117692,5.534575856866,0,0.028272763,3.5162864,TRUE,-0.0614941565379156,3.4753718729987,-0.031120423277046,3.51176893749774
"27",27,26,27,0.652120934333652,0.698554045753554,0.690290848491713,0.98033199692145,0.337848918046802,0.911540467757732,0.683408297598362,0.28268578229472,0.873689012369141,0.472321898909286,-6.00802416652839,0,0.017649967,3.9683495,TRUE,-0.0379964753568839,4.06225799224158,-0.135654806329118,4.07611669938446
