"","X.2","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,1,0,1,0.837519572349265,0.22714553005062,0.112231131875888,0.905349350068718,0.815409569302574,1.67324968627019,0,1.5847989,1.5885448,TRUE,0.0265591295009736,1.72001227628821,0.0498697640934544,1.74698899942758
"2",2,2,1,2,0.197875387733802,0.0640682089142501,0.183706506621093,0.288125031162053,0.897681924747303,1.36207606936048,0,-0.5177484,0.9035561,TRUE,-0.0172866981054299,1.04272180248374,-0.0120965093712665,1.03854208090019
"3",3,3,2,3,0.740207722876221,0.0449336322490126,0.988187825540081,0.876481799408793,0.826146546751261,2.23586788344608,0,-0.07253903,2.399986,TRUE,0.0317748920501699,2.65113331582088,0.0125675822941884,2.70111421732216
"4",4,4,3,4,0.826119465054944,0.756178156938404,0.459864652017131,0.738461914006621,0.589345942484215,-1.12221578072492,1,-1.3501432,1.7812049,FALSE,0.101853034195071,2.22206660921307,0.0786200413763113,2.20624476875988
"5",5,5,4,5,0.113819824997336,0.326471920823678,0.569844954414293,0.900141022866592,0.506545384414494,-0.19956369150691,0,0.29076928,1.5316324,TRUE,0.0163914420225584,1.64219679996171,0.046908545758048,1.66094016149678
"6",6,6,5,6,0.948882316239178,0.49729327741079,0.0386536072473973,0.803713443689048,0.0718551843892783,-1.56165735103887,0,-0.74662894,1.1167375,TRUE,0.0471544935620213,1.44810358724202,0.0526929283593653,1.44879414270492
"7",7,7,6,7,0.537980130873621,0.522835297277197,0.322017763508484,0.709021613467485,0.876462125685066,2.9318628279494,0,1.6297065,1.5962262,TRUE,0.0726043809465294,1.8427623809791,0.0633391808264379,1.81173394912932
"8",8,8,7,8,0.16606049449183,0.0271094201598316,0.973021785030141,0.0527700828388333,0.620062649715692,-0.722733202687091,1,0.7228243,1.1370727,FALSE,-0.00319063710852012,1.31636377758331,-0.0563994004443202,1.35614802147529
"9",9,9,8,9,0.426515367580578,0.226291597355157,0.100414379965514,0.217094649327919,0.0247310881968588,-0.0313698020466182,0,0.14224595,0.3986892,TRUE,-0.0528185846759904,0.853826604898123,-0.0213315330012789,0.844392948055077
"10",10,10,9,10,0.261336446041241,0.0364042241126299,0.861813856288791,0.544936425285414,0.790818091016263,-0.983376475645097,0,-0.10621899,1.657596,TRUE,0.0366717955600071,1.76583695939214,-0.0106342857764473,1.75544705282484
"11",11,11,10,11,0.555213629035279,0.696397750871256,0.911558622727171,0.346016604918987,0.273940034210682,1.65272378593476,0,0.8758157,1.646612,TRUE,0.00478373566488923,1.92523861528646,0.0263912357391649,1.94700689519143
"12",12,12,11,12,0.288431752240285,0.410305966157466,0.899261337472126,0.530744146555662,0.0728781765792519,-3.01715666848525,0,-1.4994758,1.4372075,TRUE,0.00823547992134135,1.66817635057263,0.00858941274459421,1.64184527671662
