,filename,architecture,min_val_loss,is_min
0,sinnormal20d_1,[ 982. 1458.],3.369697093963623,0
1,sinnormal20d_1,[ 889. 1596. 1412.  948.  501.],3.3699352741241455,0
2,sinnormal20d_1,[254. 288. 349. 253. 206. 184.],3.3693809509277344,0
3,sinnormal20d_1,[ 594.  826. 1302. 1462. 1478. 1292.  888.  502.  336.],3.3686983585357666,0
4,sinnormal20d_1,[1096. 1147. 1745. 1333.  845.],3.3698370456695557,0
5,sinnormal20d_1,[1134. 1314. 1473.  967.  594.  573.],3.369523286819458,0
6,sinnormal20d_1,[1319. 1684. 1576.],3.3693299293518066,0
7,sinnormal20d_1,[1679. 1555.],3.3695919513702393,0
8,sinnormal20d_1,[109. 182. 362. 202. 124. 117.],3.3696866035461426,0
9,sinnormal20d_1,[1256.  910.],3.3693699836730957,0
10,sinnormal20d_1,[ 629.  662.  934. 1052.  720.  560.],3.369575262069702,0
11,sinnormal20d_1,[ 947. 1487. 1024.],3.3695993423461914,0
12,sinnormal20d_1,[102. 128.  96.  88.  66.  65.  50.  30.],3.3695600032806396,0
13,sinnormal20d_1,[324. 341. 648. 353. 332. 249. 193. 131.],3.3697831630706787,0
14,sinnormal20d_1,[ 404.  530. 1013. 1696. 1250.  816.],3.368795156478882,0
15,sinnormal20d_1,[ 672.  794.  888. 1113.  651.  555.],3.3695690631866455,0
16,sinnormal20d_1,[1391.],3.3696885108947754,0
17,sinnormal20d_1,[ 24.  39.  78. 152. 157. 140.  97.  49.],3.3705382347106934,0
18,sinnormal20d_1,[521. 880. 883. 461.],3.36879563331604,0
19,sinnormal20d_1,[ 220.  318.  376.  635. 1248.  944.  713.  506.  362.  283.],3.368920087814331,0
20,sinnormal20d_1,[307.],3.3698699474334717,0
21,sinnormal20d_1,[149. 227. 166.  84.  49.  36.  26.  25.  17.  10.],3.3685827255249023,0
22,sinnormal20d_1,[394. 478. 516. 961. 582. 409. 337. 207. 175.],3.3684918880462646,0
23,sinnormal20d_1,[1128. 1753.],3.370152711868286,0
24,sinnormal20d_1,[412. 458.],3.369983196258545,0
25,sinnormal20d_1,[341. 428. 612. 884. 644. 565.],3.3693737983703613,0
26,sinnormal20d_1,[1329.],3.3698012828826904,0
27,sinnormal20d_1,[1414. 1589.  892.],3.3696036338806152,0
28,sinnormal20d_1,[ 964. 1024. 1047.  987.  788.  502.],3.3692007064819336,0
29,sinnormal20d_1,[1047.  664.  422.  253.  148.  132.  106.   83.   46.   42.],3.369016647338867,0
30,sinnormal20d_1,[492. 710. 667. 338. 171.],3.369152784347534,0
31,sinnormal20d_1,[684. 723. 796. 670. 635. 444.],3.3694093227386475,0
32,sinnormal20d_1,[573. 908. 459.],3.3696117401123047,0
33,sinnormal20d_1,[184. 365. 284. 276. 182. 143.],3.3696682453155518,0
34,sinnormal20d_1,[294. 335. 420. 794. 623. 466. 239. 141.],3.3693416118621826,0
35,sinnormal20d_1,[ 750. 1285.],3.3700032234191895,0
36,sinnormal20d_1,[210. 353. 365. 269. 195. 156.],3.3692173957824707,0
37,sinnormal20d_1,[1224. 1551. 1566. 1671. 1563. 1096.  718.  425.  228.  214.],3.3689475059509277,0
38,sinnormal20d_1,[ 844. 1394. 1603. 1435. 1409.],3.3692827224731445,0
39,sinnormal20d_1,[984. 528. 428. 403.],3.369502067565918,0
40,sinnormal20d_1,[473. 537.],3.369835615158081,0
41,sinnormal20d_1,[276. 354. 376. 492. 740. 562. 316. 171.  97.],3.3690128326416016,0
42,sinnormal20d_1,[103. 159. 253. 339. 364. 301. 246. 137.],3.3699231147766113,0
43,sinnormal20d_1,[1196. 1429. 1209.  869.  858.  690.  578.],3.3692355155944824,0
44,sinnormal20d_1,[ 499.  587. 1171. 1617. 1058.  774.  518.  264.  143.],3.369008779525757,0
45,sinnormal20d_1,[115. 113.  96.  71.  52.  46.  43.  29.  16.  13.],3.368497610092163,0
46,sinnormal20d_1,[1331.  979.  866.  739.  491.  470.  367.],3.3687572479248047,0
47,sinnormal20d_1,[ 943. 1215. 1468.  784.  638.  608.  513.  351.  268.  140.],3.3686742782592773,0
48,sinnormal20d_1,[1000. 1037. 1483. 1087.  794.],3.369443416595459,0
49,sinnormal20d_1,[ 994. 1410. 1249.],3.369917869567871,0
50,sinnormal20d_1,[685. 911. 853. 436. 336.],3.3701698780059814,0
51,sinnormal20d_1,[666. 894. 919. 904. 887. 466.],3.3702869415283203,0
52,sinnormal20d_1,[93. 91. 65. 43. 22.],3.3689942359924316,0
53,sinnormal20d_1,[680. 467. 307. 264. 248. 246. 177.],3.3687617778778076,0
54,sinnormal20d_1,[274. 468. 764. 472. 382. 376. 266.],3.369520425796509,0
55,sinnormal20d_1,[ 68.  94. 161. 264. 229. 211.],3.370638608932495,0
56,sinnormal20d_1,[1466. 1184. 1055.  553.  293.  281.],3.3684983253479004,0
57,sinnormal20d_1,[194. 248. 406. 298. 238.],3.368103265762329,0
58,sinnormal20d_1,[1011. 1521. 1132.  605.  395.],3.369655132293701,0
59,sinnormal20d_1,[501. 653.],3.369539499282837,0
60,sinnormal20d_1,[ 877. 1057.  766.  724.],3.3690452575683594,0
61,sinnormal20d_1,[1123. 1186.  615.  347.  218.  151.  103.],3.3688995838165283,0
