"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,0,1,0.460507545620203,0.354907499160618,0.115983583265916,0.0185466287657619,0.200648960424587,0.0997511590830982,0.907636260380968,0.551263988250867,0.320113989990205,0.233567228307948,-0.0798051956750632,0,0.064846896,2.4663923,TRUE,0.0468579695311917,2.35885771687456,-0.0684944665447734,2.38595044004059
"2",2,1,2,0.78372150589712,0.064553580712527,0.437804044224322,0.0398362919222564,0.856526254210621,0.821900872746482,0.325802348786965,0.00551721593365073,0.387229846790433,0.576796712120995,2.56052934542108,0,0.097371355,3.052667,TRUE,-0.0576749354259835,3.06498244748598,0.0573596897008088,2.95683769819313
"3",3,2,3,0.108784893294796,0.949784301221371,0.492829038761556,0.300024662632495,0.578065833542496,0.837261962005869,0.111658704932779,0.809785381192341,0.310708435252309,0.0555780585855246,-1.9264161955015,0,0.06128692,3.7872813,TRUE,-0.112951582260506,3.68081164792952,-0.116408673039771,3.77238951132529
"4",4,3,4,0.394411287736148,0.738972384249792,0.013137178029865,0.95661187148653,0.375270320102572,0.957169893430546,0.037057212786749,0.583041776902974,0.708961119875312,0.108898289501667,3.10560355083445,1,0.0964332,4.059128,FALSE,0.269477275133629,3.82852006658885,0.104038319725125,4.00876996019986
"5",5,4,5,0.652676759986207,0.573949094396085,0.16874518385157,0.96022357349284,0.0102957659401,0.493374012410641,0.37340837251395,0.49644558201544,0.992563660256565,0.737198444548994,6.94317553709173,0,0.16022392,3.7668839,TRUE,0.292723248651261,3.89486111689225,0.302409989406022,3.73444501725886
"6",6,5,6,0.420698276720941,0.338578417664394,0.636092038825154,0.424560956191272,0.494484948460013,0.255033106077462,0.74769357778132,0.928563316818327,0.481826752657071,0.221955670509487,-1.3907665513914,1,0.07050342,3.5074923,FALSE,-0.0950012612376621,3.4896008862079,-0.101587712105696,3.51693520125971
"7",7,6,7,0.491169874323532,0.947914488147944,0.805288353236392,0.225755385821685,0.721000368706882,0.627219179645181,0.760662490967661,0.784668724052608,0.104292876785621,0.636331693502143,-4.63758732239092,0,0.07662239,4.294459,TRUE,-0.00759574192223486,4.50170112543939,-0.0975945144848487,4.5117003124647
"8",8,7,8,0.60610392736271,0.2924249030184,0.445234159938991,0.792976451572031,0.628244179533795,0.210976156638935,0.0370867361780256,0.424429695121944,0.428017538506538,0.320871021831408,5.23734535112655,0,0.0760669,2.9093556,TRUE,-0.00314006065187282,2.8334987777161,0.00779853903905742,2.94791612885036
"9",9,8,9,0.191232703160495,0.136456521926448,0.983506832271814,0.505989933619276,0.698950499296188,0.605383281828836,0.649559620302171,0.393948095617816,0.677036021370441,0.645766517845914,3.01640096648727,0,0.0987826,3.5481033,TRUE,0.100585073929739,3.57410547092578,0.0225381218129211,3.6790328257006
"10",10,9,10,0.13346488866955,0.279138742713258,0.749376681167632,0.936119264690205,0.0954398650210351,0.0195167188066989,0.894516948843375,0.0696832896210253,0.986953656654805,0.060543438186869,-1.12720188039955,1,0.11850926,2.983363,FALSE,0.11933258987034,2.97179871850876,0.120734751452915,2.93050803024472
