"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_con","pred_rate","pred_scale","sub_id","gam_shape","gam_scale","gamlin_shape","gamlin_scale"
"1",1,0,1,0.615886635177862,0.963964171357019,0.778921221750235,0.0445210100082007,0.432892512951416,0.271417417265832,0,8.202044,18.999523,0.052632898,TRUE,8.07464261201845,0.0493468510612492,8.10037008822562,0.0488733803379163
"2",2,1,2,0.58680827595597,0.165375982575714,0.839817738789967,0.823261612046246,0.655321894261816,0.248655873994388,0,6.036061,26.607512,0.037583373,TRUE,6.42421016203929,0.0349717537348093,6.41764884987625,0.0342896437076247
"3",3,2,3,0.654147090165223,0.118053888394837,0.447421949851833,0.531805740099426,0.932942658667777,0.159114186215812,0,5.5819917,23.908451,0.041826215,TRUE,5.52576302960326,0.041848308025971,5.45592715378797,0.0412535145839754
"4",4,3,4,0.742282742725389,0.580822835113665,0.549931427128771,0.60881286565212,0.474834345501935,0.204198764234149,1,6.84305,23.048735,0.04338633,FALSE,6.92811962888207,0.041883199281705,6.85321323781729,0.0408472711576284
"5",5,4,5,0.260319309864951,0.0829000484759268,0.974556301479163,0.0756610018977852,0.9157316081726,0.302792375385791,0,5.1283784,24.159998,0.041390732,TRUE,5.0710616597951,0.0441611100002258,5.08457584077393,0.0452408430594459
"6",6,5,6,0.802394032359088,0.365983434164914,0.993367413064797,0.653361218443743,0.783625099631311,0.279997815968137,0,8.586482,27.332167,0.03658693,TRUE,9.89350137791206,0.0327834465207049,9.78759969155173,0.0325640696840584
"7",7,6,7,0.881276464984729,0.432643664414387,0.821851798716366,0.417802696794279,0.517199636098,0.20209794307141,0,8.051561,24.449291,0.040900983,TRUE,8.36463557954946,0.0387471182365183,8.28298447340377,0.0387110832095584
"8",8,7,8,0.607422352876516,0.607795792889992,0.644970086774558,0.612814110206253,0.436102881953457,0.188380189517962,0,6.4744406,22.382397,0.04467797,TRUE,6.61799034288567,0.0422213072786762,6.55159732872201,0.04096697944762
"9",9,8,9,0.956992053877306,0.104603188141403,0.448313945556776,0.549202813048697,0.8528489105922,0.176650776942775,0,6.7957344,26.195486,0.038174517,TRUE,6.77328462821169,0.0375250603792226,6.68335710163167,0.0387890309080495
"10",10,9,10,0.458668141243664,0.0725365280196786,0.220311851374417,0.645685674392799,0.876817690534531,0.136213948950039,0,4.036386,22.771439,0.04391466,TRUE,3.92413166127891,0.0450846299230362,3.88030137502595,0.0448534734322961
"11",11,10,11,0.0112191371838179,0.59869120710362,0.726976802740713,0.912534934549285,0.469502522267665,0.176057618284167,0,4.324915,24.134567,0.041434344,TRUE,4.52406479606792,0.0389786727975486,4.55372219476427,0.0402852446579254
"12",12,11,12,0.302836557662797,0.28027785082551,0.392825073196482,0.777362623142709,0.880944402945815,0.205547956080513,0,4.408951,23.510202,0.042534724,TRUE,4.47775310651039,0.041284376268778,4.4568925953791,0.0416423849006105
"13",13,12,13,0.901354649103606,0.429548370141802,0.81807446240193,0.214410194543612,0.665543249313665,0.415861760796352,1,8.336307,23.541286,0.04247856,FALSE,8.67948933427722,0.0402396072765752,8.64317593526004,0.0408016990836097
