,Unnamed: 0,x1,x2,x3,x4,x5,y,testid,pred_con,pred_rate,pred_scale
0,1,0.615886635177862,0.9639641713570191,0.7789212217502349,0.0445210100082007,0.432892512951416,0.271417417265832,0,8.131666,20.209309,0.04948215
1,2,0.58680827595597,0.16537598257571398,0.839817738789967,0.8232616120462459,0.6553218942618161,0.248655873994388,0,6.0348125,26.844759,0.03725122
2,3,0.654147090165223,0.11805388839483699,0.4474219498518329,0.531805740099426,0.932942658667777,0.159114186215812,0,5.588905,24.357841,0.04105454
3,4,0.742282742725389,0.5808228351136651,0.549931427128771,0.60881286565212,0.474834345501935,0.20419876423414898,1,6.8109794,22.910637,0.043647848
4,5,0.26031930986495105,0.0829000484759268,0.9745563014791631,0.0756610018977852,0.9157316081726,0.302792375385791,0,5.134137,24.15707,0.04139575
5,6,0.802394032359088,0.36598343416491397,0.9933674130647969,0.653361218443743,0.7836250996313109,0.279997815968137,0,8.474206,27.189919,0.03677834
6,7,0.881276464984729,0.43264366441438706,0.821851798716366,0.417802696794279,0.517199636098,0.20209794307141,0,7.904485,24.412996,0.040961787
7,8,0.607422352876516,0.6077957928899921,0.644970086774558,0.612814110206253,0.436102881953457,0.188380189517962,0,6.5084004,22.48092,0.044482164
8,9,0.9569920538773058,0.10460318814140301,0.448313945556776,0.549202813048697,0.8528489105922,0.17665077694277498,0,6.660659,26.251034,0.03809374
9,10,0.458668141243664,0.0725365280196786,0.22031185137441697,0.6456856743927989,0.8768176905345308,0.136213948950039,0,4.1320996,23.130026,0.043233845
10,11,0.0112191371838179,0.59869120710362,0.7269768027407131,0.912534934549285,0.469502522267665,0.17605761828416697,0,4.376539,24.213757,0.041298836
11,12,0.302836557662797,0.28027785082551004,0.3928250731964821,0.7773626231427091,0.8809444029458149,0.205547956080513,0,4.511301,23.64454,0.04229306
12,13,0.9013546491036059,0.42954837014180197,0.81807446240193,0.21441019454361201,0.665543249313665,0.415861760796352,1,8.249689,24.010683,0.041648127
13,14,0.889916376042874,0.97190937949221,0.599878055981513,0.739870407311523,0.49241627973115293,0.5004642130934269,0,9.153422,24.610174,0.0406336
14,15,0.547752369537828,0.700131236589252,0.226593660447361,0.70906081264743,0.0349489575801836,0.216269246751027,0,4.4043736,21.101206,0.04739066
15,16,0.7677823359544909,0.33800328351922104,0.33838583834767794,0.101105535990961,0.0383434588007895,0.32730170783044,0,4.351975,20.064907,0.049838256
16,17,0.30570049118055,0.315034482713906,0.683384754404082,0.41153238033979794,0.9640035474216841,0.24613356402922398,1,5.4519844,23.186804,0.04312798
17,18,0.255412365034278,0.62940933890062,0.156529881941816,0.3520697081172439,0.5892718145119671,0.17793392517477602,1,3.893367,18.09363,0.05526807
18,19,0.7780804725429159,0.841040073944937,0.785835529107179,0.49061431089478,0.563098699347266,0.17247458389312195,1,8.990747,23.092266,0.04330454
19,20,0.0288848356828325,0.222031947533391,0.694600751300025,0.772319029897075,0.709807993535524,0.0788468896437779,0,3.9145498,24.154814,0.041399617
20,21,0.13954902280641002,0.573061788051941,0.221772398519037,0.468184617629721,0.0668265728686314,0.143450431852286,0,2.7398174,17.66165,0.056619853
21,22,0.8620443294814741,0.949663303335658,0.372647681153841,0.712818044988652,0.20998516525604102,0.300386187793332,0,7.408634,23.506561,0.042541314
22,23,0.453645434243247,0.677406667683229,0.660408470822625,0.30627699098783095,0.35651604175900603,0.210270906893643,0,5.8119636,20.181858,0.049549453
23,24,0.148784322579638,0.0226879502485419,0.544104707972155,0.110772054924827,0.157956155323337,0.0794052023402656,0,2.3923326,19.070578,0.052436795
24,25,0.014042060738994,0.317438275939185,0.933818427382546,0.690971922774786,0.94809840748741,0.143870075493099,0,4.9879975,26.072182,0.038355056
25,26,0.7522794138409279,0.349165873813781,0.518422358931246,0.8060265050280919,0.965338200394475,0.132786922500405,1,7.1048985,26.327938,0.037982464
26,27,0.6248461947411321,0.0430368432863658,0.44262504226066607,0.32951245439717103,0.223869921031474,0.183928157081858,1,3.857661,21.70024,0.04608244
27,28,0.762280934448048,0.449801070676791,0.661353793951225,0.17777153008720997,0.198652236851247,0.21310171132089398,0,6.008949,21.456123,0.04660674
28,29,0.140883731973195,0.0714336883012921,0.892018997104917,0.18424605891641602,0.17733042653173897,0.163758732100193,0,3.2215211,21.684057,0.046116833
29,30,0.20257226263016198,0.9778062917048811,0.0846748631073712,0.8534648616889571,0.852099654296024,0.32322609096466604,0,5.3211994,22.870628,0.0437242
30,31,0.17346186714720202,0.286955931099683,0.49615957629238105,0.6380731666438871,0.197393193519684,0.0704889454171832,1,3.0867963,20.703627,0.048300717
31,32,0.724092467448341,0.00209439470370028,0.534372140743546,0.24770111961489397,0.112102955732454,0.296194779758166,0,4.1055136,22.529497,0.044386256
32,33,0.9041257668264091,0.20878115150231802,0.9132273832879649,0.264704315406017,0.22598424595151503,0.24871233185099698,1,6.700609,25.07866,0.03987454
33,34,0.539656634859322,0.0939059851235212,0.30274680642435997,0.8180741513688029,0.8432777174706919,0.0463662217888423,1,4.632612,24.841602,0.04025505
34,35,0.53979172118663,0.921994850037323,0.698754854645742,0.839971404049723,0.767351658470067,0.26285818428244895,0,8.344816,24.97448,0.040040873
35,36,0.6767416111561291,0.8936672136282959,0.209074269807325,0.9016884536359571,0.527242341316008,0.0953614517039568,0,6.6106215,23.938559,0.04177361
36,37,0.4955674565434871,0.649170357141202,0.7121722294997791,0.5979477916088051,0.98077079928096,0.453399481854973,0,7.663685,24.115557,0.041467007
37,38,0.9734258935031709,0.189226280481026,0.488975481389022,0.38031033005881804,0.88855521357645,0.31118259046560703,0,7.144613,25.376497,0.03940654
38,39,0.849638199138023,0.24105992680092997,0.20249572501073498,0.38671497833190704,0.91760126621912,0.30292859430980895,0,5.95228,23.409355,0.042717963
39,40,0.143642714092452,0.5885756789701121,0.40585526956222706,0.750926365947819,0.8132327943562141,0.13122339531514599,0,4.617032,22.520617,0.044403758
40,41,0.7655253744702691,0.20676304888997196,0.891845513498133,0.22914193191121998,0.279807853575795,0.316306456433982,0,6.1273236,24.019285,0.04163321
41,42,0.10959438318064099,0.0159418039111982,0.367126533730935,0.415409092305252,0.23609643600090696,0.0883767484990753,0,2.2713282,19.379667,0.051600475
42,43,0.285947682148583,0.387010779135861,0.592523895713838,0.07170775934152099,0.517913450738673,0.0942863811763864,0,4.1872406,19.25381,0.05193777
43,44,0.6702596763529179,0.9096148972329869,0.859898450089848,0.8295232081897901,0.40945697193763897,0.329060200985031,0,8.554145,25.151592,0.039758913
44,45,0.25792528388554803,0.601498078038772,0.0972050398592095,0.967235593451565,0.479273469551824,0.228061209221983,0,3.8556638,22.117014,0.04521406
