,filename,architecture,min_val_loss,is_min
0,expgamma10d_1,[ 982. 1458.],-1.3164019584655762,0
1,expgamma10d_1,[ 889. 1596. 1412.  948.  501.],-1.3145027160644531,0
2,expgamma10d_1,[254. 288. 349. 253. 206. 184.],-1.3197321891784668,0
3,expgamma10d_1,[ 594.  826. 1302. 1462. 1478. 1292.  888.  502.  336.],-1.3058775663375854,0
4,expgamma10d_1,[1096. 1147. 1745. 1333.  845.],-1.3142104148864746,0
5,expgamma10d_1,[1134. 1314. 1473.  967.  594.  573.],-1.3135569095611572,0
6,expgamma10d_1,[1319. 1684. 1576.],-1.3140954971313477,0
7,expgamma10d_1,[1679. 1555.],-1.3173757791519165,0
8,expgamma10d_1,[109. 182. 362. 202. 124. 117.],-1.3228236436843872,0
9,expgamma10d_1,[1256.  910.],-1.3174939155578613,0
10,expgamma10d_1,[ 629.  662.  934. 1052.  720.  560.],-1.3168609142303467,0
11,expgamma10d_1,[ 947. 1487. 1024.],-1.3136104345321655,0
12,expgamma10d_1,[102. 128.  96.  88.  66.  65.  50.  30.],-1.3213515281677246,0
13,expgamma10d_1,[324. 341. 648. 353. 332. 249. 193. 131.],-1.3170452117919922,0
14,expgamma10d_1,[ 404.  530. 1013. 1696. 1250.  816.],-1.3085124492645264,0
15,expgamma10d_1,[ 672.  794.  888. 1113.  651.  555.],-1.3134537935256958,0
16,expgamma10d_1,[1391.],-1.3163312673568726,0
17,expgamma10d_1,[ 24.  39.  78. 152. 157. 140.  97.  49.],-1.3240768909454346,0
18,expgamma10d_1,[521. 880. 883. 461.],-1.3185105323791504,0
19,expgamma10d_1,[ 220.  318.  376.  635. 1248.  944.  713.  506.  362.  283.],-1.2951738834381104,0
20,expgamma10d_1,[307.],-1.316392421722412,0
21,expgamma10d_1,[149. 227. 166.  84.  49.  36.  26.  25.  17.  10.],-1.3237248659133911,0
22,expgamma10d_1,[394. 478. 516. 961. 582. 409. 337. 207. 175.],-1.305345058441162,0
23,expgamma10d_1,[1128. 1753.],-1.318078875541687,0
24,expgamma10d_1,[412. 458.],-1.3144961595535278,0
25,expgamma10d_1,[341. 428. 612. 884. 644. 565.],-1.3165634870529175,0
26,expgamma10d_1,[1329.],-1.3155475854873657,0
27,expgamma10d_1,[1414. 1589.  892.],-1.3152486085891724,0
28,expgamma10d_1,[ 964. 1024. 1047.  987.  788.  502.],-1.3165522813796997,0
29,expgamma10d_1,[1047.  664.  422.  253.  148.  132.  106.   83.   46.   42.],-1.3183602094650269,0
30,expgamma10d_1,[492. 710. 667. 338. 171.],-1.3190041780471802,0
31,expgamma10d_1,[684. 723. 796. 670. 635. 444.],-1.3166898488998413,0
32,expgamma10d_1,[573. 908. 459.],-1.3126026391983032,0
33,expgamma10d_1,[184. 365. 284. 276. 182. 143.],-1.3201812505722046,0
34,expgamma10d_1,[294. 335. 420. 794. 623. 466. 239. 141.],-1.3151525259017944,0
35,expgamma10d_1,[ 750. 1285.],-1.3144115209579468,0
36,expgamma10d_1,[210. 353. 365. 269. 195. 156.],-1.3170673847198486,0
37,expgamma10d_1,[1224. 1551. 1566. 1671. 1563. 1096.  718.  425.  228.  214.],-1.2993731498718262,0
38,expgamma10d_1,[ 844. 1394. 1603. 1435. 1409.],-1.314463496208191,0
39,expgamma10d_1,[984. 528. 428. 403.],-1.3202428817749023,0
40,expgamma10d_1,[473. 537.],-1.3154590129852295,0
41,expgamma10d_1,[276. 354. 376. 492. 740. 562. 316. 171.  97.],-1.3132778406143188,0
42,expgamma10d_1,[103. 159. 253. 339. 364. 301. 246. 137.],-1.3126087188720703,0
43,expgamma10d_1,[1196. 1429. 1209.  869.  858.  690.  578.],-1.310920238494873,0
44,expgamma10d_1,[ 499.  587. 1171. 1617. 1058.  774.  518.  264.  143.],-1.3054693937301636,0
45,expgamma10d_1,[115. 113.  96.  71.  52.  46.  43.  29.  16.  13.],-1.3223562240600586,0
46,expgamma10d_1,[1331.  979.  866.  739.  491.  470.  367.],-1.3126217126846313,0
47,expgamma10d_1,[ 943. 1215. 1468.  784.  638.  608.  513.  351.  268.  140.],-1.3046866655349731,0
48,expgamma10d_1,[1000. 1037. 1483. 1087.  794.],-1.316325306892395,0
49,expgamma10d_1,[ 994. 1410. 1249.],-1.3146189451217651,0
50,expgamma10d_1,[685. 911. 853. 436. 336.],-1.3196086883544922,0
51,expgamma10d_1,[666. 894. 919. 904. 887. 466.],-1.3154951333999634,0
52,expgamma10d_1,[93. 91. 65. 43. 22.],-1.3242790699005127,0
53,expgamma10d_1,[680. 467. 307. 264. 248. 246. 177.],-1.318678379058838,0
54,expgamma10d_1,[274. 468. 764. 472. 382. 376. 266.],-1.3134657144546509,0
55,expgamma10d_1,[ 68.  94. 161. 264. 229. 211.],-1.3179047107696533,0
56,expgamma10d_1,[1466. 1184. 1055.  553.  293.  281.],-1.3184198141098022,0
57,expgamma10d_1,[194. 248. 406. 298. 238.],-1.3198097944259644,0
58,expgamma10d_1,[1011. 1521. 1132.  605.  395.],-1.3177646398544312,0
59,expgamma10d_1,[501. 653.],-1.3169444799423218,0
60,expgamma10d_1,[ 877. 1057.  766.  724.],-1.3203105926513672,0
61,expgamma10d_1,[1123. 1186.  615.  347.  218.  151.  103.],-1.3186012506484985,0
62,expgamma10d_1,[340. 384.],-1.31601881980896,0
63,expgamma10d_1,[672. 972. 631.],-1.3175064325332642,0
64,expgamma10d_1,[272.],-1.315014362335205,0
65,expgamma10d_1,[1530.],-1.3158719539642334,0
66,expgamma10d_1,[1662. 1675. 1242.],-1.3165531158447266,0
