"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_con","pred_rate","pred_scale","sub_id","gam_shape","gam_scale","gamlin_shape","gamlin_scale"
"1",1,0,1,0.882192203628771,0.529530605609135,0.121464654932368,0.824856325253685,0.299737109115341,0.101437761350424,0,3.34057,23.924276,0.041798547,TRUE,3.30177721082643,0.0418310629374943,3.32252648707631,0.04206394785493
"2",2,1,2,0.32481586473534,0.537116588604104,0.425273859733349,0.58957571376435,0.187639891084104,0.0711186806828987,1,3.3123403,20.8503,0.04796094,FALSE,3.12235401603796,0.0502314395591567,3.17428854177182,0.0485973765910835
"3",3,2,3,0.758100760649907,0.95642020660428,0.98344288561581,0.535463102189733,0.306723268134069,0.211459573630362,1,6.3743134,25.93645,0.03855578,FALSE,7.15453880413682,0.035287570667767,7.22881370505352,0.0348770217817968
"4",4,3,4,0.178013058390542,0.0539609882427894,0.0182041223876721,0.147674442150968,0.857711031655269,0.169168016447774,1,2.972131,15.92863,0.06278004,FALSE,2.69990791139687,0.0670813931525949,2.6785263086714,0.069100058463995
"5",5,4,5,0.200677041602813,0.859005750142079,0.66040083907536,0.189146796879377,0.288558044829379,0.19568096280002,1,4.029909,19.873247,0.050318904,FALSE,3.96435020260493,0.0509167010838231,3.87484825962405,0.0520166713202403
"6",6,5,6,0.442899657644979,0.468146529923369,0.323450287433568,0.657597594145762,0.560338882704526,0.0506300422437816,0,4.069151,21.138605,0.04730681,TRUE,3.90022424949557,0.0484895366575409,3.98965412800679,0.0469636751562586
"7",7,6,7,0.643241655256045,0.797194496831037,0.537163942418771,0.582443754243681,0.803928102355554,0.339860693407392,0,6.17887,22.500708,0.04444305,TRUE,6.41858805206192,0.0423219145323523,6.53240427345826,0.0408071610367548
"8",8,7,8,0.733905118219739,0.949860460813173,0.15515236374117,0.905206844567961,0.00162808530295507,0.128712567800171,0,3.0930555,24.797186,0.040327158,TRUE,2.97504064428106,0.0399096454402232,2.93475524212938,0.0411101075232225
"9",9,8,9,0.0508016653256452,0.0950512783524265,0.638944133067867,0.753468706033557,0.946481129991566,0.344936437814403,1,6.0437474,21.471794,0.046572726,FALSE,5.93809308476798,0.0476001682607827,6.05347886581884,0.0463045659201963
"10",10,9,10,0.849572883543852,0.686460848133427,0.663080316859334,0.315923180018407,0.128270330166139,0.409396859085201,0,4.235572,23.656511,0.04227166,TRUE,4.37419991474062,0.0414111425115178,4.23402545727064,0.0422971021199716
"11",11,10,11,0.118452222443233,0.897262049554855,0.206193552488301,0.35525406863647,0.862930770646894,0.303242489957057,1,4.3051624,18.986876,0.05266796,FALSE,4.14404239877866,0.0554034299805999,4.03026449268441,0.056715495009237
"12",12,11,12,0.363106371782249,0.107166079276028,0.161192050991855,0.839086004777791,0.509854526720292,0.121279474278498,0,3.2632594,21.24107,0.04707861,TRUE,3.14310179188166,0.0488363622905099,3.15470515638455,0.049154791815039
"13",13,12,13,0.312994291326406,0.381057713341837,0.75780101731382,0.334057494872986,0.857073845099504,0.3126217979772,1,6.326652,20.247416,0.04938902,FALSE,6.57230120950253,0.0461904486508472,6.38486670783746,0.0471082651473902
"14",14,13,14,0.999994555244628,0.94742236870319,0.854592519091462,0.577995834286226,0.092310848235083,0.302016204133735,0,5.4289055,27.300732,0.036629055,TRUE,5.85143544589041,0.0346719152792143,5.94667321492705,0.0338370866816059
"15",15,14,15,0.735815327076401,0.461429959308741,0.0958518780439816,0.208271379536752,0.846495640718809,0.174150881916776,0,4.071537,18.950562,0.052768886,TRUE,3.88026470237047,0.0523281505336536,3.78377954032413,0.0543007189903624
"16",16,15,16,0.444361694041687,0.538586680821131,0.18426627689046,0.563237277581877,0.214631707346254,0.270672397193353,0,2.6843128,20.214437,0.049469594,TRUE,2.62193801822092,0.0524332870499674,2.65655543617094,0.0513858177040471
"17",17,16,17,0.319366452642844,0.416072237464228,0.90716081226618,0.311496076457894,0.759555374828834,0.159681181091579,0,6.5600085,21.014011,0.047587298,TRUE,7.06353469014046,0.0437635264986514,6.84501563764235,0.0451520876563264
"18",18,17,18,0.785855484877684,0.778144278907964,0.0251095141129892,0.113256870114306,0.703328381330053,0.303732618412977,0,3.52843,18.890272,0.0529373,TRUE,3.3353984526187,0.0543669607581854,3.34896451039506,0.0555293279260351
