"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,0,1,0.376369056294187,0.690427607105414,0.113704898351202,0.386260510286194,0.175233900166915,0.317266486540434,0,0.34765083,0.06710313,TRUE,0.35340578045191,0.0650588485310824,0.360317266609451,0.0661276844422218
"2",2,1,2,0.477240903663927,0.183495074143546,0.768392935609815,0.464997118163335,0.501147008312074,0.322024558441688,1,0.37300324,0.085043326,FALSE,0.370682753328448,0.0831822861609725,0.373416840002633,0.0879855663788201
"3",3,2,3,0.748088944641968,0.32905509620957,0.688553043887201,0.433944730994752,0.826230978822491,0.374161771916309,0,0.39187574,0.117964245,TRUE,0.388119741591867,0.114060285787477,0.390753731444782,0.117810779841303
"4",4,3,4,0.570964638930254,0.302518325767255,0.379524808590129,0.443429185346597,0.824521187263216,0.291234888067535,1,0.37308866,0.09052674,FALSE,0.368597687833215,0.090065829726955,0.372372346099239,0.0948414015380434
"5",5,4,5,0.72497569320362,0.922428315771291,0.471038430988665,0.0182557174487713,0.0678342512491669,0.30545828228114,0,0.35878563,0.08368242,TRUE,0.378227960804338,0.0847453876834241,0.369553971667672,0.0798190116662801
"6",6,5,6,0.698051054879811,0.944588625390904,0.0947037679235265,0.457159024473878,0.0427516632533769,0.326530299885907,0,0.3936937,0.08612943,TRUE,0.388559920515781,0.0859351500697721,0.385557904301208,0.0837271391169684
"7",7,6,7,0.618029337781126,0.988927401417595,0.721878347255866,0.157673863810248,0.226268655669834,0.431469905073605,0,0.39086044,0.096731596,TRUE,0.400799213659447,0.0904316209661387,0.393046350060681,0.092882445447758
"8",8,7,8,0.313243538232555,0.652337857103004,0.536417687501878,0.66055341174358,0.58599767042525,0.456921449377783,0,0.39543003,0.08675358,TRUE,0.395910261478962,0.087719388666888,0.400781751249865,0.0940617280487427
"9",9,8,9,0.908549897734657,0.794788874812701,0.796388325355046,0.644636983902094,0.924666904612296,0.307988347893759,0,0.47657079,0.15196626,TRUE,0.442640132804211,0.181431270123967,0.442459802859889,0.176733579293713
"10",10,9,10,0.389639551197206,0.724956834487753,0.929012816814525,0.944898653676437,0.397260852782377,0.656352401869515,1,0.44760847,0.118088685,FALSE,0.439587315017238,0.123711826189328,0.438943096056631,0.120975181802922
"11",11,10,11,0.760355383520185,0.304546715208322,0.906675592926894,0.31783860891961,0.284634951878904,0.542752804215051,1,0.37481362,0.10481937,FALSE,0.37741450431783,0.095868105290751,0.379276458933744,0.0980502065141269
