"","X.2","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,1,0,1,0.0592687707394361,0.951673259260133,0.429248869186267,0.350600232370198,0.902526360703632,0.521157722040999,0,0.58069956,1.6963493,TRUE,0.0345413632862214,2.18670071918232,-0.0245605318299379,2.18275432648947
"2",2,2,1,2,0.931858346331865,0.367483993526548,0.712454230291769,0.904115499230102,0.245572532294318,-1.81942634826665,0,-0.3887936,2.0940783,TRUE,0.00301806262151057,2.57098415277612,0.0241935124378819,2.57837474518179
"3",3,3,2,3,0.897865498671308,0.800717828096822,0.649471051990986,0.310034544672817,0.167175117181614,1.63936809321597,0,0.71158373,1.8710961,TRUE,-0.0511757361562533,2.10053806173028,-0.058280448148698,2.09482171700676
"4",4,4,3,4,0.499337051063776,0.660175672266632,0.729975644499063,0.570993257686496,0.283626129152253,1.29304027753627,0,0.3577062,1.7537674,TRUE,-0.0442327386551136,2.11892871332736,-0.0101167122828844,2.11239314865478
"5",5,5,4,5,0.622014150954783,0.000650932546705008,0.0474511997308582,0.237375985598192,0.49425741750747,-1.54947108320183,0,-0.9313828,1.0448483,TRUE,0.0594282875060606,1.26602310100974,0.0113152356770583,1.26505650046314
"6",6,6,5,6,0.0622322887647897,0.167076135752723,0.161676109302789,0.10901250038296,0.354980379808694,0.490559571444306,0,0.59911734,0.63243854,TRUE,0.0189934063371874,0.980931749840972,0.000825357054734119,0.98522576880932
"7",7,7,6,7,0.152267002733424,0.488827915862203,0.63716349657625,0.853838924318552,0.611060885246843,2.87337007856958,0,1.7175826,1.8459907,TRUE,0.0106686818170769,2.26276931121722,0.0432294526471786,2.26904136443619
"8",8,8,7,8,0.740967634366825,0.402721321210265,0.592043838696554,0.186021789675578,0.935142791364342,4.40844562499052,0,1.4138054,1.9123906,TRUE,-0.026575033998126,2.31326079824907,0.00872429402668332,2.31474077964758
"9",9,9,8,9,0.799479523906484,0.438291131285951,0.548405488952994,0.540622062981129,0.274678600719199,-0.349715097038718,0,-1.355636,1.6815606,TRUE,-0.0553405465573327,2.0111452963269,-0.00639053133369851,2.00375685051627
"10",10,10,9,10,0.107401855988428,0.0369875167962164,0.0914327423088253,0.496346159605309,0.339995594229549,-1.01499448899376,0,-0.47115648,0.8131141,TRUE,0.0633670309889826,1.12038485216383,0.031754154048309,1.11719593182546
