"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_con","pred_rate","pred_scale","sub_id","gam_shape","gam_scale","gamlin_shape","gamlin_scale"
"1",1,0,1,0.346980405471692,0.323685181160045,0.922246174690728,0.864902805686571,0.605473104036865,0.321220999547588,0,6.232215,23.798727,0.042019054,TRUE,6.41031115917238,0.0400561264728007,6.39302669319229,0.0408400531862855
"2",2,1,2,0.214134187903676,0.38884294587638,0.709925010769595,0.611330962054076,0.725682436609711,0.235828550159383,0,5.828919,22.274511,0.044894364,TRUE,5.89019990366609,0.0453573955721882,5.87454836179213,0.0446324985655883
"3",3,2,3,0.637957931247804,0.489601399135164,0.0754946748515523,0.00590215731921089,0.975507636133314,0.289817711091205,0,5.764897,17.698399,0.056502286,TRUE,5.76999225763483,0.0546529012570776,5.7557056393487,0.0563024970944552
"4",4,3,4,0.312496678167173,0.223021445961289,0.930434177039241,0.0583182273972113,0.0310140587533748,0.178400484814027,1,2.5207753,16.684103,0.059937295,FALSE,2.42419271210407,0.0664335274786745,2.42048850127156,0.0691031941103759
"5",5,4,5,0.955535027421236,0.529588037116471,0.208665280495978,0.462526936370756,0.902337919923747,0.364520973755707,0,7.4995127,20.116766,0.04970978,TRUE,8.16039081280745,0.0471355687908038,8.13973188142401,0.0463720196546546
"6",6,5,6,0.106322200808064,0.0307002159392216,0.533480286565338,0.711527385353387,0.990222863247939,0.335711287024117,1,5.4955664,23.128233,0.0432372,FALSE,5.67264762552717,0.0429087448415977,5.65457258590226,0.0429648858113295
"7",7,6,7,0.186876338707303,0.99500170733891,0.740944387871955,0.380104405448824,0.322243280769076,0.375558701835603,1,5.702009,20.568302,0.0486185,FALSE,5.49523982507165,0.0505036369701393,5.48594693852068,0.0504783705693542
"8",8,7,8,0.422675309708537,0.367462596033833,0.555674976300192,0.301888101297473,0.366694192037348,0.267492180777407,0,3.953463,18.1583,0.055071235,TRUE,3.82879278609045,0.0591923817463536,3.82177623752058,0.058054758235257
"9",9,8,9,0.210258678474676,0.917539647436032,0.770775412800663,0.218362347169371,0.143596436784107,0.46490303357245,0,4.4804187,18.934027,0.052814968,TRUE,4.20591847717414,0.0569388524636348,4.20013688232325,0.0574813963858854
"10",10,9,10,0.0528868120218023,0.670029400849596,0.276858446291114,0.735464955190843,0.596308747003221,0.108521148063129,0,5.675923,21.272234,0.047009636,TRUE,5.76379768276668,0.0460366892133144,5.75201739336511,0.0456075055126495
"11",11,10,11,0.095823665129392,0.845445302053563,0.970238386438244,0.724224433336717,0.53413682622013,0.301933727692246,1,6.9810057,23.996603,0.041672565,FALSE,7.2366906462976,0.0399399098697095,7.21937695467931,0.0406656233489074
"12",12,11,12,0.353222184943921,0.844776917933502,0.824558547833378,0.255625904308506,0.513404014472796,0.239775108432058,0,6.125304,20.465925,0.048861705,TRUE,5.95739853452455,0.0499732501438906,5.94482726235701,0.0501249235548725
"13",13,12,13,0.608969721420727,0.0850753712057701,0.16079021329493,0.910504160030681,0.881015482680176,0.247312658923714,0,6.1290298,22.214005,0.045016646,TRUE,6.58348818143989,0.0415212426026275,6.56539133658781,0.0426651387035599
"14",14,13,14,0.32799609529835,0.196805625041776,0.0198300626394138,0.221722042506002,0.554568315240929,0.105437441312139,0,3.1792765,16.505028,0.0605876,TRUE,3.29535458024889,0.0619305981646186,3.28919529398379,0.063271537633084
"15",15,14,15,0.972810786609315,0.0811570621464295,0.14253313261199,0.152556422360006,0.278870112284519,0.042149858469448,0,2.906431,14.9720335,0.06679119,TRUE,3.06376577822142,0.0680180202310672,3.0591919887197,0.0698147033694863
"16",16,15,16,0.309136438346897,0.735416731803478,0.416674069633828,0.882575418985572,0.790553158847866,0.277207288631918,0,7.7459292,23.312744,0.042894993,TRUE,8.66022197718633,0.038966527604576,8.63883400566998,0.038806480472955
"17",17,16,17,0.281133364446307,0.151148359889732,0.701870979810369,0.230125685293145,0.474236278073917,0.106450946702528,0,3.6007285,18.557669,0.05388608,TRUE,3.44371533745516,0.0584494294608827,3.43609759860062,0.0585694805923356
"18",18,17,18,0.956235150824587,0.362281617591219,0.168943339051066,0.462887207187455,0.800958701315609,0.195088951813664,0,6.437434,19.359816,0.051653385,TRUE,6.6741325655883,0.0498895752997236,6.65814101949116,0.0495193527170392
"19",19,18,19,0.0274132132042661,0.885286772824011,0.531219834964651,0.775073942175405,0.464202978630868,0.157266638753516,0,6.250279,22.363873,0.044714976,TRUE,6.34500743561145,0.0437184324114881,6.33286396284346,0.0435278047264656
"20",20,19,20,0.790078510811918,0.843223751809256,0.438810590268148,0.184553662328029,0.376262546577283,0.296236721966646,0,5.74035,17.784163,0.056229804,TRUE,5.51926178669613,0.0567714028333381,5.51066237810095,0.0566523614539215
"21",21,20,21,0.955112311606204,0.165560005223699,0.419309044107596,0.329430825970319,0.838280037111255,0.291277644194678,1,5.923753,19.472216,0.051355224,FALSE,5.99275505296389,0.051541457620865,5.97671605391547,0.0511484784520965
"22",22,21,22,0.519964777710167,0.876919965054597,0.871098640254443,0.393650092256328,0.289595371579051,0.232281624085838,0,6.008527,20.595678,0.048553877,TRUE,5.8190169850848,0.0501590806493835,5.8086451390258,0.0501724506747274
"23",23,22,23,0.398151550531933,0.615825677772874,0.239248877622213,0.696070958801048,0.661722453087049,0.511428063891335,0,6.298593,20.907705,0.047829255,TRUE,6.49964962183441,0.0460501244017324,6.4857859446852,0.0455702072588428
"24",24,23,24,0.0325018075282969,0.722190147220456,0.162370632349896,0.301822533518237,0.592327860041853,0.231272614256798,1,4.648093,18.470215,0.054141223,FALSE,4.60042232739918,0.0551399424943974,4.59192912976351,0.0548485065749847
"25",25,24,25,0.203138220987205,0.972171548216656,0.00912780617830307,0.659670343727752,0.965569880251802,0.446728978540509,0,8.018578,21.740547,0.045997,TRUE,9.13606250587016,0.0402735775921724,9.11406492769519,0.0412823543501279
"26",26,25,26,0.43100269330925,0.410762979532405,0.645946970031853,0.29700716641867,0.931522670551017,0.306070703196728,0,6.354188,21.097605,0.047398746,TRUE,6.45941020009003,0.0480812733615754,6.44076898644729,0.047316758252198
"27",27,26,27,0.275838594942214,0.449094040514535,0.132164847743814,0.99710624421735,0.659628963433249,0.20849082473954,0,5.9998903,22.243929,0.044956088,TRUE,6.34038968328044,0.0417896601666757,6.32651405296201,0.0424031730279835
"28",28,27,28,0.63294771278314,0.146142898865626,0.365688308388958,0.460193948277774,0.111958191995602,0.243198522491455,1,2.9790177,16.9691,0.058930643,FALSE,3.01174645348476,0.0635374402846874,3.00757220416074,0.0629118877577257
"29",29,28,29,0.396561979219887,0.503838293700539,0.280369492106715,0.914049003686493,0.497809212853323,0.124044211657647,0,5.7696233,21.61571,0.04626265,TRUE,5.94464600197571,0.0446451737947281,5.93301502775137,0.0445844118515582
"30",30,29,30,0.577557688804475,0.521394398143329,0.655654069135431,0.199740893647594,0.842598829161591,0.394652628068193,1,6.4625893,20.180368,0.049553107,FALSE,6.48390514392192,0.0500375942202358,6.46665239091113,0.0494667928733917
"31",31,30,31,0.839820449915134,0.148247003326577,0.195232781121094,0.931607394106792,0.713428977462138,0.140789693342153,0,6.1937633,21.776329,0.045921423,TRUE,6.61599317372231,0.0427196870381553,6.59981215852952,0.0437134890473468
"32",32,31,32,0.824551289171031,0.75707002904384,0.160628780291396,0.580394800282088,0.134497039126974,0.168289935190085,0,5.0171747,18.409443,0.054319948,TRUE,4.96685790710073,0.0557542907092931,4.96151564120361,0.0554527438783242
"33",33,32,33,0.0633290685750491,0.950068988303772,0.232034485768893,0.899308214719142,0.472896407486294,0.190860948329534,1,6.474255,22.163744,0.04511873,FALSE,6.72745457535715,0.0419805853888406,6.7158066933148,0.0428399382919458
"34",34,33,34,0.187575512366941,0.0670038719185886,0.496308185074055,0.815431097864176,0.685745516153697,0.249748683045352,0,4.8725195,22.061226,0.045328397,TRUE,4.84893817294942,0.0452603838690091,4.83628102603124,0.0454423977500997
"35",35,34,35,0.620176666021257,0.399714644145079,0.6600610068356,0.971032687220717,0.744990807659233,0.296024118185904,0,7.5129333,23.952864,0.04174866,TRUE,8.33706848192902,0.0382128818419084,8.31446611740208,0.0382485133928781
"36",36,35,36,0.254536839329204,0.749999306766362,0.428346181018385,0.903753070016969,0.27490485225181,0.170265293666143,0,5.577535,21.825573,0.04581781,TRUE,5.63637774304248,0.0455887487695859,5.62754768369468,0.0454014848645485
