"","X.2","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,1,0,1,0.15871859784238,0.230621183291078,0.892509050434455,0.682085720589384,0.930459703318775,2.75087923958125,0,0.32561168,2.2906244,TRUE,0.0704866821539238,2.53075734494781,0.0694339001481468,2.60752184767203
"2",2,2,1,2,0.280329594854265,0.936828424222767,0.655872660689056,0.315507846651599,0.495336920255795,-0.343417759384807,0,0.45856294,1.5441719,TRUE,-0.0518251725927225,1.63720667953869,-0.0304919737450853,1.58352098179817
"3",3,3,2,3,0.58562042680569,0.302280972944573,0.513794385828078,0.269664227962494,0.519645542139187,-1.11402485573376,0,-0.95663404,1.307143,TRUE,0.00894390670624726,1.4393853798567,0.00529281695420338,1.38917608792453
"4",4,4,3,4,0.24749301886186,0.122902157250792,0.808385143522173,0.227879770100117,0.534553839359432,-0.527330004489398,0,0.5052315,1.5017769,TRUE,0.0121142468167171,1.50346085428882,0.0273758206153361,1.47402818484561
"5",5,5,4,5,0.734249035362154,0.340791807509959,0.010696433018893,0.654988843714818,0.122474223840982,0.156574028227653,1,0.15863237,0.9324215,FALSE,0.0182212358215323,1.02438350980495,0.00118470502611953,1.05592951838169
"6",6,6,5,6,0.792176625924185,0.440932556753978,0.272261064033955,0.640013104770333,0.237415241543204,1.36635631657459,0,0.7823081,1.2550253,TRUE,0.0116111317262239,1.37946094424356,-0.0053893073177977,1.36521102990333
"7",7,7,6,7,0.157417957903817,0.379007978597656,0.418206555303186,0.824458986287937,0.475147478980944,3.74469017098907,1,0.7878593,1.6007899,FALSE,0.0488677544713337,1.6895560233935,0.0456504255807887,1.63999181599323
"8",8,8,7,8,0.631070764968172,0.387313965940848,0.225393637316301,0.712117781164125,0.54797470709309,3.60375154275884,0,0.48668596,1.5264264,TRUE,0.0357625103340254,1.62608840273589,0.0263802846653645,1.58826221571263
"9",9,9,8,9,0.658831882523373,0.938752118963748,0.0978890391997993,0.350379934767261,0.466171040665358,0.385494399069163,0,0.7450708,1.1716467,TRUE,-0.0359729279946428,1.24275824848882,-0.0396463931621429,1.22169323774614
"10",10,10,9,10,0.47176175029017,0.185148568591103,0.736520428908989,0.421050299890339,0.921374406665564,-1.92572470405481,0,1.2195209,2.0577319,TRUE,0.032509749058002,2.10382299449249,0.0470588676496603,2.13636076837098
"11",11,11,10,11,0.708950597792864,0.789095933316275,0.981701648561284,0.253373282495886,0.0885972881224006,-0.738822958624491,0,0.6864649,1.6016538,TRUE,-0.0512417825481656,1.54972111515125,-0.0647023813733666,1.60122320025806
"12",12,12,11,12,0.610101182712242,0.20216660015285,0.253589648054913,0.0978456917218864,0.726414430188015,0.271678558107786,0,-0.050060652,1.0953413,TRUE,0.020810259372965,1.18174599424971,0.0158929339101834,1.18197667807218
"13",13,13,12,13,0.557857831474394,0.734706767834723,0.828288785647601,0.74407542264089,0.878613172098994,3.17250299701997,0,1.1229457,2.4202754,TRUE,0.0156910459287325,2.95756976574785,0.0177852980119878,3.01958346155247
"14",14,14,13,14,0.851843796204776,0.223616050090641,0.653923891950399,0.128922788659111,0.732813978102058,2.23792040153162,0,-0.6696321,1.6020648,TRUE,0.0142494773522573,1.67574984764129,0.00354042869964189,1.66668000795339
"15",15,15,14,15,0.745300141396001,0.975901524303481,0.441967664053664,0.777458388125524,0.745445999549702,3.60328408052743,1,0.5563259,2.1891298,FALSE,-0.00356291732685451,2.44561061666506,-0.00932634406336812,2.41830590686585
"16",16,16,15,16,0.586420830804855,0.991405595326796,0.97687553614378,0.0248762534465641,0.993308277800679,0.435285932827957,1,-0.6212262,2.277645,FALSE,-0.0424440890154462,2.23805851565047,-0.0381249668836035,2.37530521304952
"17",17,17,16,17,0.438613335601985,0.426919837482274,0.662905592937022,0.32085570297204,0.0543249018955976,-0.834844755072147,0,-0.59755284,1.1122584,TRUE,-0.0342420351124074,1.15852250927642,-0.022522106499922,1.17737887889929
"18",18,18,17,18,0.0491217852104455,0.178680086974055,0.567616204498336,0.722270548576489,0.0620136000216007,0.599596315435366,0,-0.8885718,1.0763338,TRUE,0.0531562171906807,1.23156254356241,0.0348395158119345,1.2485869493097
"19",19,19,18,19,0.0792471584863961,0.200647140154615,0.562783522997051,0.431114076403901,0.595286299940199,0.422727360891022,0,-0.3398634,1.429162,TRUE,0.0580922930790459,1.49027635346925,0.0450461501569062,1.43978291661591
"20",20,20,19,20,0.848802149761468,0.22775381593965,0.93244940508157,0.983947674743831,0.814348199404776,-3.3049498560319,0,-0.17885175,2.6494117,TRUE,0.0626557601641508,3.48251259755454,0.0536069125122979,3.58290800553697
"21",21,21,20,21,0.732290268177167,0.498096121940762,0.435870350338519,0.0884532919153571,0.994756390806288,-1.80924449302262,1,0.4016634,1.6127778,FALSE,0.0211089858194783,1.62187488824785,0.00173692549805408,1.67427720623349
"22",22,22,21,22,0.0140802292153239,0.595066933194175,0.563117049168795,0.872358770342544,0.928281920030713,-1.03795560490086,0,-1.2097043,2.1265311,TRUE,0.0890192545796715,2.38142241291663,0.0613522703404127,2.42763210789911
"23",23,23,22,23,0.619980138726532,0.765998809132725,0.897000584751368,0.948393464321271,0.294475861592218,0.579578359489652,0,1.1262487,2.3134944,TRUE,-0.00397533996577626,2.56794426969755,-0.00820742092076063,2.58504454725078
"24",24,24,23,24,0.471895328955725,0.332289692247286,0.206862128339708,0.109947562916204,0.748951702611521,0.596134537108281,0,-0.0031380877,1.0560559,TRUE,0.00359625209955575,1.14924884522513,0.0137978219419172,1.15565596416234
"25",25,25,24,25,0.531488060252741,0.0914888409897685,0.546073489822447,0.361180822597817,0.449468394741416,-0.176312973225091,0,-0.78197926,1.3173859,TRUE,0.0132863763029743,1.42778979770469,0.0241082168684301,1.37440433679261
"26",26,26,25,26,0.381720826262608,0.844820634927601,0.910295642213896,0.463835494592786,0.631080017657951,-2.49764493788956,0,-0.6019095,2.012385,TRUE,-0.0368809833807696,2.26973332892754,-0.0139381566534866,2.24291464164325
"27",27,27,26,27,0.659465122269467,0.0296235708519816,0.455469083040953,0.178396725328639,0.357772892573848,-0.389047489018778,0,0.35447392,1.0533134,TRUE,0.0125072332472745,1.14892097375627,0.00928988067113709,1.11946636167637
"28",28,28,27,28,0.614627664443105,0.0157117187045515,0.594614249886945,0.611360208131373,0.613276901654899,4.82846208310408,1,1.0105771,1.7746013,FALSE,0.0458989485931054,1.90269001095976,0.0493161007065214,1.84447566552508
"29",29,29,28,29,0.641515806084499,0.750443964265287,0.425247495528311,0.745963783934712,0.0273481134790927,-0.508876564995015,0,-0.1987764,1.3684121,TRUE,-0.0206486682371502,1.40785522461154,-0.0297426939856046,1.4375628674914
