"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,0,1,0.422692490974441,0.663337858626619,0.129390242509544,0.932872070232406,0.104604761349037,0.396967905340716,0.0355351080652326,0.565971607342362,0.764033105922863,0.193797799991444,-0.915372834299974,0,-0.04767957,2.3823233,TRUE,0.0397967875732542,2.23577398051741,0.0899967037368224,2.24253530222248
"2",2,1,2,0.0336545177269727,0.568079577293247,0.172693115193397,0.597561035072431,0.593370205722749,0.137549187988043,0.540808684658259,0.724004112184048,0.163325970293954,0.631249754456803,-0.779589187905639,0,-0.06361288,2.7040353,TRUE,-0.0469398851834438,2.62181220252467,-0.0471465660323363,2.60929628190398
"3",3,2,3,0.713259551674128,0.979446836048737,0.852499288739637,0.917739730095491,0.875274883583188,0.448962789261714,0.356938407290727,0.515719837509096,0.0413460712879896,0.285413529491052,-0.749976856975485,0,-0.11015603,3.6005807,TRUE,-0.160467548324251,3.65519259904997,-0.11002811465618,3.65522703338114
"4",4,3,4,0.244818088132888,0.964510595425963,0.440093758516014,0.295119877671823,0.976310888305306,0.00247749895788729,0.232686364557594,0.420146692311391,0.759899338474497,0.826344773406163,-4.70886495608832,0,-0.05345467,3.1634085,TRUE,0.0227824306622071,3.05318421528255,0.0593045904625532,3.06073714555263
"5",5,4,5,0.163095348980278,0.0151193104684353,0.119610788999125,0.975321000209078,0.409109215950593,0.286126120248809,0.709686181042343,0.455659195315093,0.692705885041505,0.0319283914286643,2.8853169240246,0,-0.04826425,2.3812246,TRUE,-0.0439625455393167,2.2541190620322,-0.00344015262065698,2.25936514184983
"6",6,5,6,0.302322825649753,0.225964033976197,0.392257106956095,0.353286165045574,0.539846919011325,0.135367412818596,0.470212273299694,0.928630600916222,0.070429548388347,0.0303985537029803,-1.02206032388401,0,-0.08568171,2.513333,TRUE,0.034422078239199,2.34697737403167,-0.0405279672257355,2.35941501874814
"7",7,6,7,0.0159913459792733,0.242932174354792,0.904197793686762,0.958152514183894,0.165344799403101,0.0377275471109897,0.802882910473272,0.197085057850927,0.0216444006655365,0.326474389526993,-1.43896391649696,0,-0.08562831,2.3918102,TRUE,-0.157988625166675,2.20442203467157,-0.171521789712312,2.19385241475989
"8",8,7,8,0.522687623742968,0.207234197761863,0.932220681803301,0.047653546789661,0.110835833707824,0.463421855121851,0.439250369789079,0.76691503287293,0.749848909443244,0.820624970365316,-3.12323305291036,1,-0.06270003,3.224692,FALSE,-0.00362338938828274,3.1680702793391,-0.00196482731268777,3.17677913444701
"9",9,8,9,0.487890134099871,0.6131721008569,0.229758367873728,0.894040510524064,0.686669152462855,0.516337512061,0.180867569055408,0.638005999848247,0.824246789095923,0.483640016522259,-1.34261893576488,0,-0.060481504,3.1915023,TRUE,-0.00332998986526424,3.20935488551251,0.0299506330024948,3.20977585628108
"10",10,9,10,0.709872441366315,0.918650536797941,0.346090427134186,0.976251192390919,0.223813373129815,0.571943474235013,0.175484430510551,0.85647624800913,0.423277901951224,0.239612744888291,2.4991556257493,0,-0.08045248,3.1401787,TRUE,-0.00958591063138664,3.04384699283587,-0.0145147665693925,3.04672456911059
"11",11,10,11,0.986578046809882,0.156479562167078,0.712227387586609,0.997976871207356,0.146569884615019,0.00933594978414476,0.53018915373832,0.344638181850314,0.0239380567800254,0.95728058507666,1.6832588978078,0,-0.045727573,3.2387586,TRUE,0.0705690224006761,3.17113941493482,0.064650778298985,3.1668507798598
"12",12,11,12,0.836128638125956,0.179776082746685,0.699301255866885,0.297343742335215,0.964886478846893,0.839590178569779,0.114738115109503,0.772617111448199,0.43821144499816,0.546033145627007,-1.4766484159834,0,-0.0759409,3.7332182,TRUE,0.0216115360696199,3.93554774036499,0.0467940693538472,3.92311908704305
"13",13,12,13,0.137870161095634,0.807973032351583,0.555575833888724,0.908316416898742,0.119923069840297,0.925956116756424,0.492582341190428,0.77305146609433,0.182094912510365,0.698835039744154,-0.0521226211568195,1,-0.099666566,3.235961,FALSE,-0.176818317885388,3.19742824897764,-0.175693668161341,3.19319791040927
"14",14,13,14,0.262639957945794,0.225175163708627,0.741310845594853,0.658292961772531,0.184703578008339,0.711758080404252,0.833719227230176,0.0723752139601856,0.725126199657097,0.019575190031901,0.770954509780192,0,-0.030808158,2.5098412,TRUE,-0.00371169917309455,2.39082052172299,-0.0171647193743749,2.40195136670069
"15",15,14,15,0.627952950773761,0.51686539570801,0.948081271490082,0.713720805710182,0.899368173675612,0.719962813192979,0.496360771358013,0.173794305650517,0.353138883830979,0.403359883930534,-0.47056982347818,1,-0.0817604,3.4659162,FALSE,0.00103052297344681,3.59424918969558,-0.0405954557821311,3.59392883220658
"16",16,15,16,0.165937558980659,0.931733537232503,0.224055032478645,0.910512617090717,0.235058304853737,0.578125536441803,0.894932113122195,0.52812830847688,0.808798203244805,0.146902549313381,0.472378548443025,0,-0.03598454,2.9030557,TRUE,-0.145816750324351,2.78891937014701,-0.0767611293040903,2.79208828160487
"17",17,16,17,0.205382155487314,0.97378421225585,0.183918632334098,0.396904785884544,0.7232613528613,0.533979417523369,0.609903652686626,0.27097831829451,0.191476196749136,0.0401132660917938,-0.369480991720185,0,-0.030603355,2.5174036,TRUE,0.0691932168345419,2.36316756934892,0.0704673625737944,2.37188417652466
"18",18,17,18,0.333850918803364,0.555628751637414,0.538307195995003,0.412764095002785,0.727921360172331,0.45132621540688,0.540003978880122,0.125002679182217,0.396531332749873,0.112485098419711,0.253249836384389,1,-0.044715825,2.5320747,FALSE,0.109628022939948,2.45485563119328,0.066289297569871,2.46385679667434
"19",19,18,19,0.769061333732679,0.314736107364297,0.139122952707112,0.357572495238855,0.159922769060358,0.796693358570337,0.793659563874826,0.777304230025038,0.317023603944108,0.103653664002195,3.81264642793167,1,-0.02938167,2.9136333,FALSE,0.11288574266547,2.81306803694045,0.117371522471572,2.82146068485642
"20",20,19,20,0.922954457812011,0.876481770770624,0.01402976969257,0.373281393898651,0.934724423568696,0.207364468136802,0.976970191579312,0.513619778677821,0.425933410413563,0.36134649370797,4.71836188071642,1,0.0029539487,3.5324178,FALSE,0.0996537647194573,3.60858630150344,0.173204353143165,3.59601136802827
"21",21,20,21,0.508617594605312,0.104099356336519,0.576922091189772,0.845170566579327,0.80705587239936,0.633520178031176,0.353747788351029,0.826114328578115,0.512721617007628,0.241926842136309,4.79985696381234,0,-0.10182637,3.3526876,TRUE,-0.0917154661560024,3.4174435475113,-0.0999098278476616,3.42409839309232
"22",22,21,22,0.932562624569982,0.108367840293795,0.801263744710013,0.315085842739791,0.651027655228972,0.0344332756940275,0.130227647023275,0.766509573208168,0.505761110922322,0.823527999222279,1.82726955888019,0,-0.0707537,3.454862,TRUE,0.0439608938030938,3.50388018950033,0.0775614956946701,3.49643477270982
"23",23,22,23,0.371075451141223,0.594543703598902,0.32882114732638,0.916100853355601,0.523567730560899,0.0355737917125225,0.680278586689383,0.77640594728291,0.269445559708402,0.955012158723548,0.89446900259232,1,-0.06652625,3.3756766,FALSE,-0.0754526420957762,3.42197430877389,-0.085860627465044,3.44178696422669
"24",24,23,24,0.994723536539823,0.490780957974494,0.126517770346254,0.343358705053106,0.16444482980296,0.839938467135653,0.85281438799575,0.169790086802095,0.426445925841108,0.953084838343784,-2.28816720805508,1,0.03793952,3.3638623,FALSE,0.316030428513531,3.36007627695774,0.297049694976205,3.35662792573543
"25",25,24,25,0.297984697623178,0.135330190183595,0.664529621368274,0.339541206834838,0.346788644557819,0.749830394051969,0.54557299031876,0.703996183816344,0.735648961970583,0.901704435702413,-3.82277861233076,0,-0.06670487,3.332365,TRUE,-0.0668445929495855,3.39444307382041,-0.0401517800626462,3.40445114737277
"26",26,25,26,0.460481470217928,0.20754840481095,0.0912076127715409,0.804744425229728,0.509789789328352,0.92782221804373,0.979494239902124,0.172689228784293,0.230541065335274,0.157557733822614,-2.51685757855661,1,-0.0066239717,2.8385508,FALSE,0.0797450978203264,2.70725313689783,0.0900021138950411,2.72121038568554
"27",27,26,27,0.68900278233923,0.600678132846951,0.249702381202951,0.211857008514926,0.923966078320518,0.444845400983468,0.370304212672636,0.147553241578862,0.88130946434103,0.0477114403620362,-3.72431610810668,1,-0.0054987236,2.8122604,FALSE,0.285519669427961,2.65173056362398,0.246905748129237,2.66305679526493
"28",28,27,28,0.250912164803594,0.205593614839017,0.749508180655539,0.137684541521594,0.109150322852656,0.651338332798332,0.402542304713279,0.198120736517012,0.179561282275245,0.859234947012737,-1.88776385852384,0,-0.038082372,2.5058188,TRUE,0.110903106566344,2.39235263823097,0.0865219160932451,2.39565746287772
"29",29,28,29,0.914611631073058,0.792476101079956,0.300697307102382,0.00385748851113021,0.473416012478992,0.816460483008996,0.727977193659171,0.381939211394638,0.472077156184241,0.621276299934834,7.78570245155992,0,0.0047142426,3.3705463,TRUE,0.225306883766389,3.45470036467968,0.233415535607177,3.44288745704144
"30",30,29,30,0.521517990157008,0.0510527873411775,0.932055464945734,0.318709508283064,0.362686950480565,0.52209653169848,0.140543556073681,0.524916984140873,0.634901443729177,0.383947464171797,-2.1753441672939,0,-0.07530999,2.7815576,TRUE,-0.0447785182862999,2.70575398184375,0.0194240001454231,2.70594449770677
"31",31,30,31,0.295655687339604,0.860190866980702,0.920319239143282,0.380910004721954,0.282094722846523,0.345561827300116,0.40387808275409,0.348688080906868,0.144947115331888,0.451281159417704,-0.297404303111981,0,-0.083675586,2.6727576,TRUE,-0.049763282377816,2.5547417829945,-0.0486395302658142,2.5524239355925
"32",32,31,32,0.366666066227481,0.023450969485566,0.161720143631101,0.79079345241189,0.415587298804894,0.496011428534985,0.685869524721056,0.393779616104439,0.923087787814438,0.540788051439449,-2.28758812153113,0,-0.018622516,2.8587608,TRUE,0.053146441604477,2.8248934597299,0.0776905298112951,2.82278751375561
