"","X.2","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,1,0,1,0.621301585342735,0.76250998978503,0.458689231425524,0.34286193177104,0.74939208664,1.38585668260312,0,1.2484311,1.4740406,TRUE,0.0199995336134927,1.67764012925553,-0.0127763575041238,1.65231506565529
"2",2,2,1,2,0.691865283297375,0.288303839508444,0.333946485770866,0.553952736547217,0.315868226345628,0.173244912189413,1,-0.40292346,1.1536121,FALSE,0.0172562108596004,1.40325363358227,0.0106571962379855,1.38717802940707
"3",3,3,2,3,0.387616410851479,0.0104195785243064,0.0655143929179758,0.440270792460069,0.926325700478628,1.7822518693204,0,0.7908702,1.1449629,TRUE,0.0242145442705695,1.32080928963704,-0.00325308418572332,1.34795933759521
"4",4,4,3,4,0.410226427251473,0.108490481972694,0.362541027599946,0.0871456924360245,0.45524823688902,-1.40608984390874,1,-0.5296945,0.8163437,FALSE,-0.0250705907627061,1.03316747833293,-0.00357754387346637,1.01958111941138
"5",5,5,4,5,0.797227472532541,0.354644345818087,0.724511390319094,0.4877682372462,0.00297719915397465,0.598168010127573,0,-1.1505078,1.1828182,TRUE,0.043357074588606,1.47001722468158,0.0219092417468796,1.46558910411951
"6",6,6,5,6,0.198012525215745,0.0119227550458163,0.281213988317177,0.609279044670984,0.323690748075023,-0.023636246788131,0,-0.6849782,1.0230116,TRUE,0.018642098956205,1.20784428957409,0.0236854594117888,1.19805927291506
"7",7,7,6,7,0.205681349383667,0.364519777940586,0.127109801629558,0.876560169039294,0.487756512826309,1.46122640456095,0,0.9171291,1.3163519,TRUE,0.00106424604910012,1.4517130865794,0.0196743958321202,1.46867236538138
"8",8,8,7,8,0.675234622787684,0.910285002551973,0.296520795905963,0.215491930255666,0.737612991360947,1.6927323015763,0,0.2577387,1.2440829,TRUE,-0.00926263872755592,1.43326515364347,-0.0265203359920349,1.42168097599475
"9",9,9,8,9,0.676660040160641,0.627951690228656,0.0838150784838945,0.939649818697944,0.69935984024778,0.788420906874991,1,0.58165383,1.7043668,FALSE,-0.0100565130511098,1.89031587630764,0.00543884417168378,1.92585972747981
"10",10,10,9,10,0.0170977187808603,0.359477553516626,0.720556313870475,0.880082933465019,0.984791720984504,-0.0959882601747571,0,0.3927977,2.082644,TRUE,0.00912193021671688,2.50719139221919,0.0295586669382037,2.49609721783789
"11",11,11,10,11,0.340223050210625,0.809534337371588,0.736375359119847,0.131922384956852,0.2514155250974,-1.44548072546205,0,0.3727603,1.1543603,TRUE,-0.00857886033595336,1.22961880148884,-0.00217329895399527,1.22797290924469
"12",12,12,11,12,0.387193391565233,0.66000503487885,0.343939220998436,0.781334763858467,0.2512125459034,0.49960869879629,1,-0.7287407,1.3005838,FALSE,-0.00222321203767858,1.51435110773335,0.0172940488713725,1.49695869776158
"13",13,13,12,13,0.953672034665942,0.443309673806652,0.102329812245443,0.0443703052587807,0.452061257325113,1.60083952913396,0,1.1925586,0.75489503,TRUE,-0.0619036234503475,1.00431068226746,-0.026866254884049,1.02050612574859
"14",14,14,13,14,0.977244960376993,0.842817136086524,0.852216591127217,0.955234764842317,0.26721821166575,1.53385210331591,1,0.35056663,2.3445728,FALSE,0.0131322006652145,2.64409379549604,0.0272961147170321,2.66985278083943
"15",15,15,14,15,0.199532780330628,0.374099415028468,0.942268807208166,0.317931227618828,0.466958260396495,0.863165822146477,0,-0.45067382,1.4432894,TRUE,0.049722481340973,1.56878076892086,0.0189771413935914,1.59680320442204
"16",16,16,15,16,0.208336140960455,0.968768253689632,0.279454698087648,0.503214213531464,0.626176809193566,-0.252134792097742,0,-0.90058196,1.1994644,TRUE,0.00806275903914205,1.43687395634793,-0.00816291788770242,1.42723797431617
"17",17,17,16,17,0.834965237881988,0.96966180857271,0.350832831813022,0.579759041080251,0.722419186960906,-0.708231303732615,1,-0.778389,1.7279533,FALSE,-0.0114674411078771,1.95418663947997,-0.012469527513542,1.93125424346744
"18",18,18,17,18,0.868048424599692,0.324982828227803,0.389159897342324,0.209149398142472,0.985338118858635,1.83543307480296,0,1.2813315,1.5385512,TRUE,-0.00255749699275835,1.70030941252544,-0.0181263861770256,1.67589018366011
"19",19,19,18,19,0.494289939524606,0.199861393775791,0.851589432219043,0.391305837780237,0.176809691125527,-0.293701535025527,1,0.03760732,1.2847617,FALSE,0.0580074765184981,1.4525939798517,0.0252952190858595,1.46536482231598
"20",20,20,19,20,0.776429100427777,0.162962292553857,0.0396628954913467,0.707330068107694,0.715572018409148,-1.30613481685569,1,-0.6731335,1.3250017,FALSE,-0.0128547237246018,1.56036727449955,0.00316780436556597,1.59957526922833
"21",21,21,20,21,0.289335183333606,0.543911974877119,0.883234434993938,0.341718707000837,0.799099123105407,1.06696803143593,0,1.4026934,1.7438853,TRUE,0.0386788055500122,1.90212786123643,0.00715769096857867,1.92492917180751
"22",22,22,21,22,0.492071451619267,0.634664809098467,0.212589043425396,0.830921347020194,0.229839978273958,-0.519469474626075,0,-0.71304464,1.2605007,TRUE,-0.00345068039850463,1.457062384429,0.0153971260577282,1.4574517527622
"23",23,23,22,23,0.191287604859099,0.714789470890537,0.181286712642759,0.861453542718664,0.411279518157244,-0.288426747743332,1,-0.06568312,1.3088725,FALSE,-0.00468049975324926,1.48112400217443,0.0143211300576406,1.48751269866615
"24",24,24,23,24,0.626410885248333,0.0339781059883535,0.573551160516217,0.268381289672107,0.645374771440402,-1.90577013319387,1,-1.1187274,1.2444749,FALSE,0.0320056941103847,1.51016773012745,0.00549450629952555,1.48845319021215
"25",25,25,24,25,0.489687444409356,0.378685634350404,0.590148083632812,0.0719796698540449,0.55785512807779,-1.0821437277865,0,0.3523274,1.1246997,TRUE,-0.033730097917048,1.28034029587729,-0.00680561674540955,1.26383715982249
"26",26,26,25,26,0.840103118447587,0.157128318678588,0.840378620661795,0.755697038723156,0.820719793904573,1.82018792532602,1,0.15132618,2.4362903,FALSE,0.00549074705753522,2.74806668478751,0.0250743702880957,2.76727989600304
"27",27,27,26,27,0.0121007382404059,0.825655486201867,0.646307011600584,0.278571116970852,0.45502747874707,-1.16877444960527,0,0.6812825,1.2513375,TRUE,0.0283949427898939,1.31589900566217,0.00140964164458591,1.3040646536889
"28",28,28,27,28,0.82682595658116,0.551823570160195,0.757496390724555,0.375882593914866,0.385094607947394,0.985550114029043,0,1.2410462,1.4997523,TRUE,0.0398178128541445,1.7232856670806,0.00607238053291247,1.72333000463313
"29",29,29,28,29,0.436536300461739,0.943989563267678,0.250619647558779,0.104659131960943,0.00489116064272821,-0.55891919726961,0,-0.40649343,0.50094014,TRUE,-0.0308219301258763,0.849564955695318,-0.016530105748945,0.846923088249952
"30",30,30,29,30,0.324572741053998,0.063740752171725,0.061197794508189,0.393191918032244,0.905445834621787,0.460263793166915,0,0.9809551,1.0951262,TRUE,0.0261884686490576,1.24966709702242,-0.00540549454267472,1.27635492319666
"31",31,31,30,31,0.900345137575641,0.645154606318101,0.962761641014367,0.312079283874482,0.984090399928391,0.838528254289239,0,0.41349792,2.429581,TRUE,0.0257779759286427,2.51746021547989,-0.00518015008212384,2.56803339823075
"32",32,32,31,32,0.0524266101419926,0.196116360137239,0.258222362259403,0.585518361069262,0.192164504900575,1.85505442798471,0,-0.1565404,0.94610053,TRUE,0.0213287818367232,1.0753726346796,0.0221768516155754,1.06941914999239
"33",33,33,32,33,0.800862966338173,0.161812781123444,0.422879862599075,0.0405709811020643,0.127396018011495,-1.57742363516854,0,-0.78791416,0.57069874,TRUE,-0.0402825005191357,0.98409713981954,-0.00371115789988764,0.969650353997073
"34",34,34,33,34,0.268517731456086,0.72361774253659,0.199463713914156,0.383420201018453,0.926124492194504,-1.08825893560832,0,-0.9642528,1.2245084,TRUE,0.0154350241865978,1.45136602559779,-0.0164253902666767,1.45368279454404
"35",35,35,34,35,0.458848721347749,0.139576304005459,0.0661101886071265,0.797463784227148,0.574216381413862,0.102106121080469,0,0.38615048,1.2766173,TRUE,-0.00503900400304102,1.44229009776289,0.0148694491513677,1.4723974297612
"36",36,36,35,36,0.977882051840425,0.453290994046256,0.790512302424759,0.213508907239884,0.104946133680642,0.218197276649943,0,-0.7207122,1.1621392,TRUE,0.0238400217714436,1.41346892377242,0.0056941706490014,1.41831085436837
"37",37,37,36,37,0.525808777427301,0.814649074571207,0.273904028581455,0.644250701647252,0.313161733327433,-2.40120491808245,0,-1.1030449,1.1867813,TRUE,-0.00615510820425246,1.43901900885393,0.00313205010895085,1.43017891469581
"38",38,38,37,38,0.753305135061964,0.0357534235808998,0.458599074045196,0.450395742664114,0.525976532837376,1.10184528794948,1,-1.257593,1.2542678,FALSE,0.0378584815888521,1.55569183891323,0.0106772667534852,1.53066308094498
"39",39,39,38,39,0.169996419921517,0.963327598525211,0.370251042535529,0.694629296427593,0.00551642803475261,0.486047977038261,0,0.834035,1.1626107,TRUE,-0.000344608296119334,1.25228280352495,0.0148514310662672,1.23711297926037
"40",40,40,39,40,0.133650751318783,0.781948463525623,0.0868209742475301,0.184649532660842,0.810942918760702,1.67754634907472,0,0.12639946,0.9424487,TRUE,-0.0170624638828573,1.08080650091096,-0.0255389647939573,1.10089909539891
"41",41,41,40,41,0.958993541076779,0.994484354509041,0.942260833689943,0.570592273725197,0.906369985081255,-2.09116729288237,0,0.5432198,2.6968606,TRUE,0.000372152930681319,2.97940431005335,-0.00181242585856229,3.03455864274044
"42",42,42,41,42,0.0349824202712625,0.172377926995978,0.286528902361169,0.795519372448325,0.596111120656133,1.65377224820431,0,1.0583874,1.3599683,TRUE,0.00392791542231385,1.52161462542008,0.025064250117548,1.50850622877813
"43",43,43,42,43,0.437485866248608,0.581208191346377,0.604550464078784,0.571281429380178,0.500789641402662,-0.637713318920263,0,0.055417664,1.4911555,TRUE,0.0140297586388084,1.74131603636486,0.0120868629579528,1.72026818764432
"44",44,44,43,44,0.75865318113938,0.569001008989289,0.216434224043041,0.547803657129407,0.988869136897847,0.0108103074359498,0,-0.3501091,1.6991287,TRUE,-0.00570551371159799,1.88917698707214,-0.0127084537930352,1.8875740448991
"45",45,45,44,45,0.202760813292116,0.505192553857341,0.423043690854684,0.476337283384055,0.265350834233686,-0.247215901963503,0,0.26332664,1.0965089,TRUE,0.0341935627839354,1.2322544041844,0.0119819621383615,1.21421112014912
"46",46,46,45,46,0.294914778321981,0.10149841196835,0.518079418223351,0.0068689628969878,0.452061881544068,-0.802391868869745,0,-0.5282032,0.87726223,TRUE,-0.0516474570525914,1.03810687029147,-0.000994595680937928,1.02203777014221
"47",47,47,46,47,0.460496517829597,0.77635404583998,0.7053237198852,0.974372722674161,0.929621882038191,-0.496249138452008,0,0.42565203,2.6296673,TRUE,0.00372297298673726,3.01199966734223,0.0193740624715647,2.99691437125231
"48",48,48,47,48,0.816495319828391,0.176814387785271,0.371250439668074,0.411076568998396,0.415334836114198,-1.79754306427872,0,-0.9926559,1.1211518,TRUE,0.0368493014474525,1.40593426777197,0.00469115484477327,1.38686373429085
"49",49,49,48,49,0.878141819033772,0.471460649278015,0.900358055019751,0.759048982756212,0.524740036111325,2.18830104136014,0,0.06239129,2.2889705,TRUE,0.00596954063250002,2.54391918694715,0.0249675709070477,2.57894073749979
"50",50,50,49,50,0.187411887338385,0.604782178299502,0.756562994094566,0.974672347307205,0.359558732481673,6.28902422024693,0,1.5732882,1.9075742,TRUE,0.0235563582273224,2.12809516689687,0.0387921251260774,2.12765619792997
"51",51,51,50,51,0.866507397498935,0.30374808004126,0.372383086243644,0.252756986999884,0.645418355241418,0.164679351459303,1,-0.7529365,1.2056115,FALSE,0.0151341111824049,1.45959901529398,-0.00983305518853256,1.43987937872828
"52",52,52,51,52,0.763924695551395,0.217296946560964,0.771760189207271,0.42268358101137,0.766609674086794,0.157383113464461,0,-0.77550507,1.8291303,TRUE,0.0395520594120018,2.05857866092669,0.00955082763750434,2.05956914198011
"53",53,53,52,53,0.858539675362408,0.71961229830049,0.486499949125573,0.532745693344623,0.678080681478605,-2.86914726179524,0,-0.97682,1.7349573,TRUE,0.00632565976170173,1.97216949827887,-0.00451841895067346,1.94208310925163
"54",54,54,53,54,0.834431777475402,0.985428964952007,0.481718921335414,0.381278008921072,0.32614480308257,2.23596928584826,0,1.0383466,1.2992709,TRUE,0.0238636367144434,1.5263280635106,-0.0101397157401935,1.50419940516914
"55",55,55,54,55,0.0252068173140287,0.164792040362954,0.891176024451852,0.267529387958348,0.833432885119691,-1.43433368361291,0,-0.84531903,1.5205088,TRUE,0.0398180383420807,1.66512223422354,0.015327031631193,1.6853164801129
"56",56,56,55,56,0.982961705420166,0.369005016516894,0.439175758045167,0.544791710795835,0.709062165115029,1.41016158120024,1,-0.7380862,1.720546,FALSE,0.00878226273134967,1.96393007279253,0.000402499180571126,1.93349850093442
"57",57,57,56,57,0.76706178789027,0.0377328468021005,0.970486270729452,0.195933051407337,0.0639651915989816,1.10883251733212,0,-0.0057880804,1.1764212,TRUE,0.0358859072670235,1.35297364745968,0.0226871522370084,1.38090998631821
"58",58,58,57,58,0.276266060769558,0.953795713605359,0.48569370014593,0.0564110595732927,0.678518302040175,0.143701155581103,0,-0.079777114,1.1118155,TRUE,-0.0559178639361593,1.27060985255586,-0.022928653474439,1.25192880964021
"59",59,59,58,59,0.611149552976713,0.45916206156835,0.532871749717742,0.632388837635517,0.23412456153892,-2.21187271129337,0,-1.1242863,1.2999667,TRUE,0.0106929167611834,1.58224055624613,0.0182987819051546,1.5588755054258
"60",60,60,59,60,0.74288192903623,0.0427429666742682,0.124765006359667,0.164929389487952,0.83807189273648,1.09484334167243,0,0.4514258,1.0291768,TRUE,-0.0128234807459463,1.21587824768018,-0.0167886207835548,1.2299451049423
"61",61,61,60,61,0.333778757834807,0.914710487471893,0.425001187482849,0.00358113739639521,0.551014666911215,0.697131163002668,0,0.5655991,0.97965044,TRUE,-0.0760056266016486,1.12669040185916,-0.024317803202398,1.11088544513815
"62",62,62,61,62,0.663434331305325,0.133430700516328,0.193102893419564,0.73578845243901,0.0185897257179022,0.722486148631808,0,0.57756925,1.0281551,TRUE,0.00690118814078097,1.21471549577458,0.0238886327204698,1.21742105842692
"63",63,63,62,63,0.0431509499903768,0.405747991288081,0.706801375374198,0.864416324766353,0.523120871977881,-0.483389357986747,0,-0.19782734,1.7328359,TRUE,0.0158238666779692,1.98302746211152,0.0358492702209747,1.97275504292832
"64",64,64,63,64,0.851591730024666,0.576814381638542,0.428067720262334,0.595607561059296,0.633498297305778,2.61048779607538,0,-0.21003604,1.660731,TRUE,-0.0011552016590252,1.91376246084013,0.000649840997296317,1.8851550347925
"65",65,65,64,65,0.195447286590934,0.220708713168278,0.947941237827763,0.523466908605769,0.193124340614304,2.95406871086781,0,0.42796957,1.4312378,TRUE,0.0484003124044325,1.54425373181969,0.0365574644828782,1.57256155628944
"66",66,66,65,66,0.336997776292264,0.31206185137853,0.300758602097631,0.322884148685262,0.0154276436660439,-0.0544380060971867,0,-0.053763114,0.5218557,TRUE,0.0421444964562906,0.931692487610914,0.00938200490577913,0.923533620880536
"67",67,67,66,67,0.950749236857519,0.312336115865037,0.770476728444919,0.961380348075181,0.931750018615276,0.840142964618151,1,0.54048014,2.8529906,FALSE,0.00970373588082802,3.35741443939443,0.0249499435610682,3.35839161159645
"68",68,68,67,68,0.765924071194604,0.125581603031605,0.996967179700732,0.0802259740885347,0.268809784669429,-2.5491053632966,0,-1.2102951,1.2337307,TRUE,-0.0106444662907828,1.41790763722746,0.0126766536480593,1.45096102847138
"69",69,69,68,69,0.400933274999261,0.241641336353496,0.643137482227758,0.938724025618285,0.30256264959462,-1.67754215488114,0,0.07641149,1.6883451,TRUE,0.0245823804100452,1.95703232350345,0.0406478835159322,1.93716739691206
"70",70,70,69,70,0.0437002782709897,0.295103660551831,0.869099247967824,0.0439963715616614,0.838440257590264,-0.29109132533262,0,0.2355963,1.4136226,TRUE,-0.0367670032618695,1.45470809196465,0.0019256679756829,1.46965034396795
"71",71,71,70,71,0.0116786889266223,0.921405609464273,0.45180809753947,0.127172410255298,0.990807483904064,-0.240342477161512,0,-0.1497817,1.2615727,TRUE,-0.0325722413967036,1.41620376601858,-0.0227533383330939,1.39507007594033
"72",72,72,71,72,0.644553998718038,0.881103909341618,0.55489906668663,0.6199562526308,0.944153124233708,1.71014883116826,0,0.07108665,2.1520026,TRUE,-0.0118476953157204,2.37209292824103,-0.00486812339098913,2.33850761318223
"73",73,73,72,73,0.191062396392226,0.514743409585208,0.327656616689637,0.109697516774759,0.964235474122688,-1.17216669117392,0,0.6006911,1.1576086,TRUE,-0.0346432389399302,1.29470834327046,-0.019586954238892,1.28039927078867
"74",74,74,73,74,0.364931526361033,0.0149751701392233,0.0749972444027662,0.970852852333337,0.840731614269316,-1.43585786139911,0,-1.1986635,1.500675,TRUE,0.00603138665677946,1.78641302410132,0.0214455835096939,1.82040102373135
"75",75,75,74,75,0.895761823048815,0.877627932000905,0.579617098905146,0.374216127442196,0.117429572856054,2.28481779174992,1,0.30753326,1.2267777,FALSE,0.0325113558048189,1.4526529483598,-0.00209940781306301,1.43471464924234
"76",76,76,75,76,0.62189096189104,0.0202697128988802,0.965562257217243,0.658598047913983,0.920807028422132,-0.430856171784798,0,-0.6205394,2.3149946,TRUE,0.0154364702988543,2.67723435740115,0.0283218427136324,2.72861578875068
"77",77,77,76,77,0.924584858352318,0.704425167525187,0.0447974426206201,0.542086194036528,0.746021361323074,2.76188782303388,0,1.2417829,1.4066638,TRUE,-0.00900083265067328,1.56408946394896,-0.0182778043003524,1.60355732665638
"78",78,78,77,78,0.198680605273694,0.206700901035219,0.907292479183525,0.608380987076089,0.298153555253521,0.125821418337725,0,-0.7348515,1.4924549,TRUE,0.0320081520750418,1.6859362747754,0.0373333644155802,1.70976385445012
"79",79,79,78,79,0.270444228779525,0.419853746658191,0.113029931904748,0.166222111787647,0.932445557788014,0.956619176741872,0,0.7566547,1.030347,TRUE,-0.0181640965869197,1.15734408363749,-0.0214559113714525,1.17338579396592
"80",80,80,79,80,0.0319816444534808,0.818889811169356,0.0272391317412257,0.17013419046998,0.239187751431018,0.207300258314651,1,0.3897646,0.47863564,FALSE,-0.0112784284266237,0.756348812805887,-0.0166232652909249,0.777965314014361
"81",81,81,80,81,0.396113644121215,0.50626398390159,0.474614833947271,0.669619562802836,0.758013073820621,1.65848671862836,0,1.4414483,1.693736,TRUE,-0.00377444927915806,1.93180067463594,0.00997604051926168,1.90137819248509
"82",82,82,81,82,0.441961070988327,0.736979813082144,0.359215308446437,0.950391119811684,0.0160311593208462,-0.433730190997567,1,-1.092173,1.3389521,FALSE,0.0123702657902435,1.55090964163709,0.0269690770150143,1.53237531208294
"83",83,83,82,83,0.425728801637888,0.432861599605531,0.110866104485467,0.791567841079086,0.0328433178365231,1.17738833123017,0,-0.054743044,1.0066504,TRUE,0.00102636651563427,1.15665425957815,0.019917997839393,1.17374253895059
"84",84,84,83,84,0.17931477422826,0.150970015674829,0.222453889902681,0.199244545539841,0.174931443529204,1.24501304726745,0,0.35062546,0.47212082,TRUE,0.0177277348530304,0.835653535600076,0.00445875058284538,0.834432357819038
"85",85,85,84,85,0.744291968643665,0.563491118373349,0.262528643012047,0.893957058899105,0.61523672635667,-0.625653126996939,0,-0.23516107,1.7848532,TRUE,-0.00643859730193607,2.01688455860784,0.0107016188133795,2.00532563272399
"86",86,86,85,86,0.594474788988009,0.835515206214041,0.591152912005782,0.212972584413365,0.97208249871619,0.638170475304922,0,-0.67788124,1.70812,TRUE,-0.00431958840665392,1.84987833355363,-0.0201028435810447,1.82662909161124
"87",87,87,86,87,0.401602562749758,0.253236264921725,0.451665100175887,0.696134245255962,0.127482432639226,2.03073296778315,1,1.0566567,1.243272,FALSE,0.0127253993047825,1.38744911777965,0.0279532684012844,1.36605493657716
"88",88,88,87,88,0.64051949325949,0.0633676724974066,0.278953857021406,0.477804895490408,0.263256435282528,1.1682719195028,0,0.8865645,1.005077,TRUE,0.0354210391783128,1.21392286680786,0.0125309758940716,1.20463588899049
"89",89,89,88,89,0.901590302353725,0.0848921311553568,0.554701815592125,0.581260939827189,0.940788971958682,1.35932789496022,0,-0.8862848,2.0054674,TRUE,0.00827849119382583,2.29088251141473,0.00820562856359795,2.25573170170134
"90",90,90,89,90,0.471501683350652,0.0865573182236403,0.751690971665084,0.111908339429647,0.596402633935213,0.733622710287221,0,0.009096749,1.2466443,TRUE,-0.00807096636882902,1.40154948112171,0.00547814450064588,1.39965581569194
"91",91,91,90,91,0.769224748481065,0.455487680621445,0.957734102383256,0.874679581727833,0.81956932367757,-1.9342629978169,1,0.4820068,2.7356353,FALSE,0.00883973346612321,3.16269846950866,0.0276576700556289,3.22346688670333
"92",92,92,91,92,0.800546214450151,0.310760522959754,0.142258666688576,0.331535977311432,0.123713233741,-0.284370970282784,0,-0.1330558,0.62397677,TRUE,0.031747667913332,1.00290345077139,-0.00243869826787117,1.01279312242315
"93",93,93,92,93,0.0801524634007365,0.876653520623222,0.551955627044663,0.996808366617188,0.197518948465586,-1.60431471701308,0,-1.1249332,1.5653028,TRUE,0.0181812471227495,1.7974616023202,0.0322797988938495,1.77274528210291
"94",94,94,93,94,0.999142774147913,0.83648447948508,0.265733893029392,0.404611672041938,0.599998943740502,1.28809959219197,1,1.1021179,1.3836858,FALSE,0.0138581394825036,1.60404816128628,-0.0190684981906579,1.59531538639938
"95",95,95,94,95,0.639234095346183,0.92994011589326,0.146560861961916,0.108786665368825,0.957927445182577,-1.41051619080505,0,-0.2535255,1.1947877,TRUE,-0.0535603338760449,1.33760512767647,-0.0394332271017533,1.35043531971472
"96",96,96,95,96,0.16665787412785,0.83447904093191,0.0260327188298106,0.565586853539571,0.94692024611868,-2.12820823434757,0,-0.99678504,1.2301849,TRUE,-0.0128641451349769,1.43512930356021,-0.0151393474238232,1.4755593166004
"97",97,97,96,97,0.165551633574069,0.506927639478818,0.159457914531231,0.307228069985285,0.580089947907254,0.506275733606744,0,-0.63117945,0.8784134,TRUE,0.0223084101066358,1.07958026312803,-0.00814767570426667,1.08727031372089
"98",98,98,97,98,0.606998106231913,0.127492890926078,0.839578714221716,0.0610065287910402,0.110475959721953,0.0161610971779652,0,0.5730837,1.038875,TRUE,-0.0176782737793022,1.15525155922949,0.0123435977041225,1.16420739521297
"99",99,99,98,99,0.901385765522718,0.999030768638477,0.576010451419279,0.728464844170958,0.928739262511954,-1.45147511345017,0,0.45242476,2.4618604,TRUE,-0.0231785883359149,2.76383948023562,-0.0051706229744513,2.72737842445184
"100",100,100,99,100,0.684126137755811,0.0381825524382293,0.881193755427375,0.0415107645094395,0.385254662018269,-1.6161945863808,0,-0.43508244,1.174126,TRUE,-0.0288874773681365,1.34800625339921,0.00854800533340242,1.36354610268552
"101",101,101,100,101,0.342303237644956,0.212817496852949,0.850779340136796,0.857817542739213,0.347642550244927,1.75537096935898,0,0.8732283,1.8012723,TRUE,0.0241290497342231,2.05605173131766,0.043545751512103,2.07337352037296
"102",102,102,101,102,0.935267416993156,0.542753253597766,0.877127639949322,0.463078889064491,0.61402892251499,0.237292953144497,0,-0.2642951,2.052103,TRUE,0.0328746506178182,2.21962910478716,0.00769912785058955,2.24529853678348
"103",103,103,102,103,0.422999599715695,0.460286578861997,0.41892250534147,0.801290716975927,0.510802580742165,-0.922705672167203,0,-0.09356999,1.5669134,TRUE,-0.000746523934143906,1.80744703874254,0.0193898828172839,1.78044680775628
