"","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_con","pred_rate","pred_scale","sub_id","gam_shape","gam_scale","gamlin_shape","gamlin_scale"
"1",1,0,1,0.28627728161374,0.100434099554525,0.292579201095101,0.516295409167903,0.967222640567144,0.265839282931268,0,7.8748517,36.760036,0.027203456,TRUE,7.56128746848514,0.0283316469412359,7.65165501907503,0.0280320167451577
"2",2,1,2,0.314261747075177,0.675345892513366,0.548609374373922,0.412175299471933,0.910210439197771,0.310031857087488,0,10.943868,39.034,0.025618691,TRUE,11.5121438534206,0.0248554064966561,11.5476141311844,0.0246504638900661
"3",3,2,3,0.898908401369419,0.921309703507875,0.35114967181888,0.0207140410675417,0.738656936546476,0.229075625512975,1,10.222143,38.259197,0.026137507,FALSE,10.2580773357364,0.027770139995635,10.8308341649287,0.0266099678313542
"4",4,3,4,0.514129911117752,0.311780617023079,0.813024084503611,0.980172273702848,0.559768481887387,0.482860530932476,0,16.19316,41.223434,0.024258047,TRUE,17.2837068253421,0.0225434772601567,17.3571338443466,0.0224169378117339
"5",5,4,5,0.479941336101667,0.345829922705255,0.211153586707395,0.288337662850201,0.121476057509699,0.159307501046633,0,3.2955096,26.214575,0.03814672,TRUE,3.66087742641754,0.0353740917183365,3.56725040072959,0.0363680207246851
"6",6,5,6,0.20275275812257,0.580261808090023,0.555018887744275,0.599045713086726,0.116473387760714,0.128280724669438,0,5.7217293,32.145954,0.031108113,TRUE,5.81909143258087,0.0301558760945796,5.76843248376019,0.0302641761143545
"7",7,6,7,0.0940842238118568,0.0714963512586384,0.223874418156233,0.797972691385334,0.12033392156507,0.0800997132947217,0,3.4835923,28.670265,0.03487934,TRUE,3.51868415117172,0.0347201339113277,3.60696810071082,0.0342367611633906
"8",8,7,8,0.462494274213494,0.351416518348151,0.218631549685094,0.13946385797183,0.760291362492431,0.068416268756111,1,5.704477,31.97369,0.031275716,FALSE,5.60548133487289,0.0313694879606263,5.55144426653267,0.0317447903549999
"9",9,8,9,0.714103016987596,0.377307109010491,0.639142001504796,0.189133917650865,0.139609616655951,0.120848507540674,0,5.9714093,30.53337,0.032751054,TRUE,5.94285966006261,0.0329398570911528,5.93749837735929,0.0331264747132481
"10",10,9,10,0.879161941648388,0.502035153731185,0.454718907927993,0.485656921152419,0.601801816576104,0.371945789999005,0,12.248324,37.884846,0.02639578,TRUE,12.7689787046905,0.025475315447548,12.6151218035189,0.0254272881962834
"11",11,10,11,0.204790274654092,0.715413558633678,0.0243547986024008,0.200434758536624,0.530817111315137,0.0825124724031682,0,4.2003584,30.63668,0.032640614,TRUE,4.08740916340703,0.0320646246948724,3.95642585174385,0.0330134881254579
"12",12,11,12,0.152499909581585,0.638185572300594,0.567502309335499,0.652223025189738,0.662463947516417,0.194458922057871,0,9.625852,38.386402,0.026050892,TRUE,10.0302476228403,0.0253080795350352,10.0154262462221,0.0250810282380403
"13",13,12,13,0.892161164739837,0.608443916243424,0.988471880046086,0.0247580186964655,0.643085356928266,0.343362384319611,0,13.979136,37.64983,0.026560545,TRUE,14.755180693717,0.0255394063154883,14.4005763025199,0.0262413243010902
"14",14,13,14,0.643692489092902,0.122894919769519,0.340054255351247,0.456667338074765,0.462199964673435,0.36666316633578,0,6.425615,32.02589,0.031224737,TRUE,6.41560866207529,0.0315843895685585,6.49862450499378,0.0309607513717414
"15",15,14,15,0.145021767567573,0.474211155864903,0.185519855149791,0.0559172873981154,0.771781760363915,0.165783620710942,0,4.3437543,30.514761,0.032771025,TRUE,4.14360146332157,0.0332211191200493,4.11641549939299,0.0335807577560148
"16",16,15,16,0.0107738209067598,0.38815207951049,0.493229796462483,0.845462364030297,0.214957854319845,0.100699201014494,0,5.5460863,33.052883,0.030254547,TRUE,5.71597211184662,0.0295469807738245,5.76967931835696,0.0293254161821652
"17",17,16,17,0.571332389636546,0.47443257554156,0.764745625802065,0.738088759009434,0.245731048847088,0.218614278528464,1,11.493121,38.97916,0.025654735,FALSE,11.7551771508674,0.0251541130996295,11.4370721603968,0.0257713313191556
"18",18,17,18,0.788022591558316,0.206573637443391,0.144293792085293,0.485438588631842,0.695502804372622,0.25554330736192,1,8.446851,36.1891,0.027632631,FALSE,8.53115626544905,0.027773176062981,8.2752111238725,0.0283974469324949
"19",19,18,19,0.989045762789918,0.256680106031709,0.941523074791861,0.14126138162413,0.242308670208765,0.354578075185903,0,10.122094,35.940727,0.027823588,TRUE,9.84879298994083,0.0293967145954983,9.56033705720293,0.0304529675427077
"20",20,19,20,0.719584861042657,0.765875532155352,0.819060932128837,0.0449415050456749,0.34183739607048,0.281128312931576,0,8.903598,35.0575,0.028524568,TRUE,8.94147618168381,0.0293408388634609,9.07945997546743,0.0290601942994375
"21",21,20,21,0.619606966736973,0.977632960877969,0.476610058139944,0.324357179670609,0.395202622876235,0.43758068972022,1,9.058381,36.04395,0.027743908,FALSE,9.25222384443022,0.0274637920435213,9.54317778410848,0.02663049558511
"22",22,21,22,0.344462197118757,0.550267890034459,0.253103648268567,0.280584982187792,0.341575967341155,0.301920524769492,0,4.4377856,29.256329,0.034180637,TRUE,4.57406296456563,0.0326243209016743,4.48950906624815,0.0330408092260277
"23",23,22,23,0.041656194323293,0.578204840196787,0.13962345219817,0.380493361791781,0.604522749361735,0.187584047759001,0,4.7312703,32.06538,0.031186283,TRUE,4.65757514766045,0.0305128083097837,4.4729936984528,0.0314030968710812
"24",24,23,24,0.040755306160944,0.194678843498558,0.452264227744837,0.359940299974908,0.521940161039791,0.177724515338564,1,4.376004,30.003859,0.033329047,FALSE,4.26113164136884,0.034016977288408,4.30120433552671,0.0334804899288392
"25",25,24,25,0.917507392174752,0.293770548090576,0.199422823455983,0.516412059894255,0.238313207370319,0.172068294384861,0,6.816972,32.22846,0.031028477,TRUE,7.10682562555261,0.0297723106055316,6.87797398741032,0.0305429164209867
"26",26,25,26,0.246294128748849,0.746177223789662,0.0982488405537084,0.443199277896516,0.477305755322246,0.162343276701649,0,5.570664,33.14794,0.030167786,TRUE,5.49692606079245,0.0292704855553592,5.32246217096964,0.029879329729697
"27",27,26,27,0.510020420270614,0.908506886845184,0.568654516154446,0.28842840312219,0.103971490650088,0.198349850502857,0,6.5107503,32.664093,0.030614657,TRUE,6.51516642694722,0.0305399644103521,6.70322509388513,0.0298977108344603
