"","X.2","X.1","X","Unnamed..0","x1","x2","x3","x4","x5","y","testid","pred_mean","pred_std","sub_id","gam_mean","gam_scale","gamlin_mean","gamlin_scale"
"1",1,1,0,1,0.154944985639304,0.267837676685303,0.212105982238427,0.367441518232226,0.895179581828415,-0.00040153489354855,1,-0.50113857,0.52338827,FALSE,0.0407407644636866,0.77425383899693,-0.0201731538633519,0.773011798963229
"2",2,2,1,2,0.384795913472772,0.872675567865372,0.825290249427781,0.443933582631871,0.81702081579715,2.1116532204818,0,1.7638814,1.5294673,TRUE,0.0252378293049663,2.15179468259708,-0.0151896304601982,2.19712609663799
"3",3,3,2,3,0.397328384453431,0.216110052540898,0.817197416676208,0.121974356006831,0.504278764827177,0.603264036428751,0,0.29711464,0.9227157,TRUE,-0.0395104587694925,1.2108829642766,0.0081058148299449,1.21678620876017
"4",4,4,3,4,0.825215530348942,0.216523637762293,0.587069245055318,0.608835005201399,0.586162320105359,0.129057174604963,0,1.3601706,0.9059581,TRUE,-0.0525103869261447,1.36155066996483,0.0252590821056986,1.32464841674668
"5",5,5,4,5,0.642586979316548,0.628106282791123,0.182592261815444,0.999912503408268,0.589227177901193,1.69919149274453,1,1.6171168,0.85606945,FALSE,-0.0834126055116413,1.34049489122242,0.00758703922929228,1.34377015274602
"6",6,6,5,6,0.289446699200198,0.384523953543976,0.0842965836636722,0.822941252263263,0.343270584475249,0.641259255928954,0,0.5666164,0.4298396,TRUE,0.0225178258591681,0.84820587470841,0.00208115947199711,0.86100453669233
"7",7,7,6,7,0.2499255517032,0.667315489379689,0.678420461947098,0.440757143544033,0.366355474106967,1.82250397296133,0,0.55722713,1.1496749,TRUE,0.0225100700576896,1.59696666596427,-0.00324222002360497,1.55334146023885
"8",8,8,7,8,0.825357210123911,0.765027591027319,0.0848191946279258,0.482965394854546,0.101109490729868,0.907506797355341,1,0.891863,0.79593104,FALSE,0.0639644672522951,1.27595937694506,0.0373710006189364,1.30679888238166
"9",9,9,8,9,0.553451335290447,0.307763888500631,0.221800241153687,0.0797318122349679,0.459617254789919,0.85509211445349,0,1.0143731,0.45436054,TRUE,-0.0144862103109223,0.865451070344374,0.0187511475876035,0.863164321683548
"10",10,10,9,10,0.473997652996331,0.387509351363406,0.988719335291535,0.343516980297863,0.239097412209958,-1.44368432188749,0,0.38265327,1.1792458,TRUE,0.0826340285033815,1.6249493004932,0.0172919804172413,1.68932486506851
